"type","request_number","date","year","month","block","description","lon","lat"
"Stray Animal","13-00410701","Apr 10, 2013",2013,4,"5200 W WINNEMAC AVE, Chicago, Illinois"," - Coyote spotted running on the sidewalk @ W. Carmen and N. Long - Street - Monday Night @ approx. 11:30 PM - ",-87.7578624,41.9726433
"Stray Animal","13-00422826","Apr 12, 2013",2013,4,"4000 N NB OUTER LAKE SHORE DR, Chicago, Illinois","COYOTE - Other - INSIDE THE PARK AREA NEAR IRVING PARK & LAKE SHORE",-87.636679,41.9394452
"Stray Animal","13-00426756","Apr 15, 2013",2013,4,"6700 N WASHTENAW AVE, Chicago, Illinois","coyote - Street - now",-87.6973364,42.0030696
"Stray Animal","13-00427382","Apr 15, 2013",2013,4,"2600 W PRATT BLVD, Chicago, Illinois","coyote - Street - noiw - now",-87.6951862,42.0051843
"Stray Animal","13-00451283","Apr 18, 2013",2013,4,"1100 N WESTERN AVE, Chicago, Illinois"," - Coyote, big tan with some black hairs - Street - Day - ",-87.68722,41.9013148
"Stray Animal","13-00463688","Apr 21, 2013",2013,4,"7200 N BELL AVE, Chicago, Illinois","coyote - Street - now - headed sb on touhy from bell ran across the street",-87.6863587,42.0125184
"Stray Animal","13-00478575","Apr 23, 2013",2013,4,"3000 W ALBION AVE, Chicago, Illinois","coyote? - Street - now",-87.7046251,42.0011108
"Stray Animal","13-00491200","Apr 25, 2013",2013,4,"2300 N ELSTON AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - by Webster",-87.6750967,41.9231331
"Stray Animal","13-00530818","May 03, 2013",2013,5,"5000 N NOTTINGHAM AVE, Chicago, Illinois","coyote? - Vacant lot/Parking lot - now",-87.8038813,41.9720398
"Stray Animal","13-00532285","May 04, 2013",2013,5,"10300 S WOOD ST, Chicago, Illinois","coyote - Street - now",-87.6671099,41.7066248
"Stray Animal","13-00533601","May 05, 2013",2013,5,"5500 N FRANCISCO AVE, Chicago, Illinois","on west gregory st and francisco - coyote - Back yard",-87.7015171,41.9812882
"Stray Animal","13-00533758","May 05, 2013",2013,5,"2800 W CATALPA AVE, Chicago, Illinois","coyote - Back yard",-87.6991251,41.9812876
"Stray Animal","13-00533760","May 05, 2013",2013,5,"200 W OHIO ST, Chicago, Illinois","coyote - Sidewalk and street",-87.634437,41.89255
"Stray Animal","13-00534895","May 05, 2013",2013,5,"10000 S WOODLAWN AVE, Chicago, Illinois","coyotes - Vacant lot/Parking lot - now",-87.590374,41.7141174
"Stray Animal","13-00538485","May 06, 2013",2013,5,"10300 S WOOD ST, Chicago, Illinois","coyote - Street - nw - now",-87.6671099,41.7066248
"Stray Animal","13-00546981","May 07, 2013",2013,5,"6800 W IRVING PARK RD, Chicago, Illinois","coyote - Street - irving park / oak park - last seen crossing the street",-87.7963114,41.9527506
"Stray Animal","13-00547964","May 08, 2013",2013,5,"10500 S BELL AVE, Chicago, Illinois","coyote - Street and sidewalk",-87.6781652,41.7026436
"Stray Animal","13-00565391","May 10, 2013",2013,5,"6500 N SHERIDAN RD, Chicago, Illinois","Sidewalk - coyote - on beach by Loyola Information Commons Bldg.",-87.6611135,42.0005067
"Stray Animal","13-00567081","May 11, 2013",2013,5,"2100 W FARWELL AVE, Chicago, Illinois","coyote - Front yard - now",-87.6838671,42.0063769
"Stray Animal","13-00567437","May 12, 2013",2013,5,"5500 N NATOMA AVE, Chicago, Illinois"," - Coyote - Street - late at night - ",-87.7929141,41.9811768
"Stray Animal","13-00585949","May 15, 2013",2013,5,"2600 W BRADLEY PL, Chicago, Illinois"," - Coyotes, mother and cubs - Other - any time, during the day and late at night",-87.6935854,41.9501272
"Stray Animal","13-00597175","May 17, 2013",2013,5,"6200 N SHERIDAN RD, Chicago, Illinois","in berger park,,,,near rocks and water ////several coyotes and they are following people and animals - coyote - Street - 5:00am",-87.6558853,41.9948582
"Stray Animal","13-00599804","May 17, 2013",2013,5,"2800 N DAMEN AVE, Chicago, Illinois","coyote - Sidewalk - on diversey west of damen on the north side of street",-87.6781509,41.9322896
"Stray Animal","13-00602793","May 19, 2013",2013,5,"7000 N RIDGE BLVD, Chicago, Illinois","2 coyotes - Back yard - now",-87.6822402,42.0091123
"Stray Animal","13-00609102","May 20, 2013",2013,5,"7000 N RIDGE BLVD, Chicago, Illinois","coyotes - Back yard - now",-87.6822402,42.0091123
"Stray Animal","13-00610044","May 20, 2013",2013,5,"3900 N NORMANDY AVE, Chicago, Illinois","coyotes - Street - now",-87.7940666,41.9505019
"Stray Animal","13-00636712","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey Coyote - Other - First time spotting a coyote and time was 1:50AM. Ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00636713","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey Coyote - Other - First time spotting a coyote and time was 1:50AM. Ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00636714","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey Coyote - Other - First time spotting a coyote and time was 1:50AM. Ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00636716","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey coyote - Street - First time spotting a coyote and the time was 1:50AM. It ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00636717","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey coyote - Street - First time spotting a coyote and the time was 1:50AM. It ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00636718","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey coyote - Street - First time spotting a coyote and the time was 1:50AM. It ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00636719","May 25, 2013",2013,5,"3600 S SEELEY AVE, Chicago, Illinois"," - Grey coyote - Street - First time spotting a coyote and the time was 1:50AM. It ran in McKinley Park",-87.6767855,41.8283006
"Stray Animal","13-00647353","May 28, 2013",2013,5,"2600 W BRADLEY PL, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.6935854,41.9501272
"Stray Animal","13-00647811","May 28, 2013",2013,5,"3900 N ROCKWELL ST, Chicago, Illinois"," - Adult female Coyote with four pups (size of German Shepard, Grey color) - Vacant lot/Parking lot - afternoon and evening",-87.6949034,41.9519149
"Stray Animal","13-00647813","May 28, 2013",2013,5,"3900 N ROCKWELL ST, Chicago, Illinois"," - Adult female Coyote with four pups (size of German Shepard, Grey color) - Vacant lot/Parking lot - afternoon and evening",-87.6949034,41.9519149
"Stray Animal","13-00667804","May 30, 2013",2013,5,"1900 W DIVERSEY PKWY, Chicago, Illinois","coyote? - Alley - now 1900-2000",-87.6756841,41.9323053
"Stray Animal","13-00678647","Jun 02, 2013",2013,6,"1600 N CLYBOURN AVE, Chicago, Illinois","coyote - Street toward green  st",-87.6495132,41.9109176
"Stray Animal","13-00678893","Jun 02, 2013",2013,6,"6300 N KEDZIE AVE, Chicago, Illinois","coyote - Street - now",-87.710054,41.994417
"Stray Animal","13-00679613","Jun 02, 2013",2013,6,"2900 S VERNON AVE, Chicago, Illinois"," - coyote, grey, size of a medium german sheppard. spotted at 31st and LSD coming from the lakefront path heading west toward prairie shores apartments. DEFINITELY a coyote not a dog - Street - 8:30pm -",-87.6156792,41.8420675
"Stray Animal","13-00681677","Jun 03, 2013",2013,6,"2100 N SOUTHPORT AVE, Chicago, Illinois"," - coyote, light brown - Vacant lot/Parking lot",-87.6635039,41.9202923
"Stray Animal","13-00696560","Jun 04, 2013",2013,6,"5800 N NAPOLEON AVE, Chicago, Illinois","coyote - Front yard - now",-87.7887302,41.9877767
"Stray Animal","13-00696562","Jun 04, 2013",2013,6,"6300 N NAGLE AVE, Chicago, Illinois","coyote - Street - now",-87.787721,41.995879
"Stray Animal","13-00711610","Jun 06, 2013",2013,6,"5200 N NORTHWEST HWY, Chicago, Illinois","COYOTE - Sidewalk - BY KENNEDY EXPRESSWAY",-87.7684893,41.9752112
"Stray Animal","13-00711823","Jun 06, 2013",2013,6,"2200 N CLYBOURN AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.6647319,41.9217052
"Stray Animal","13-00917465","Jul 10, 2013",2013,7,"9100 S WESTERN AVE, Chicago, Illinois","Street - 2 coyotes - now - headed eb",-87.6855404,41.727155
"Stray Animal","13-00972587","Jul 18, 2013",2013,7,"3000 N HOYNE AVE, Chicago, Illinois"," - Wild dog/ Coyote - Sidewalk - 11:30 at night",-87.6811105,41.9360187
"Stray Animal","13-01028006","Jul 25, 2013",2013,7,"3300 W BERWYN AVE, Chicago, Illinois","coyote? - Vacant lot/Parking lot - now WB",-87.7111581,41.9775674
"Stray Animal","13-01034713","Jul 26, 2013",2013,7,"1000 W BUENA AVE, Chicago, Illinois","coyote - Other - now - last seen headed eb on buena near sheridan",-87.6546534,41.9584249
"Stray Animal","13-01056300","Jul 30, 2013",2013,7,"9800 S AVENUE H , Chicago, Illinois","coyote - Other - SB on RR trax",-87.5331526,41.7176377
"Stray Animal","13-01124401","Aug 09, 2013",2013,8,"1700 W MONTROSE AVE, Chicago, Illinois","COYOTE, BETWEEN HERMITAGE AND PAULINA",-87.670828,41.9615685
"Stray Animal","13-01159889","Aug 15, 2013",2013,8,"6200 N SHERIDAN RD, Chicago, Illinois"," - Coyote, tan, Very calm but lost - Other - Saw at 10am walking north on rocks on lakefront - ",-87.6558853,41.9948582
"Stray Animal","13-01173052","Aug 17, 2013",2013,8,"1200 W ARGYLE ST, Chicago, Illinois"," - Large coyote - Street - Saw last night (Aug. 16) at about 11:30 p.m.",-87.6597893,41.9726709
"Stray Animal","13-01184399","Aug 19, 2013",2013,8,"3500 N ROCKWELL ST, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.6923388,41.9401932
"Stray Animal","13-01184909","Aug 19, 2013",2013,8,"12600 S MICHIGAN AVE, Chicago, Illinois","coyote - Alley - now toward 121st",-87.620277,41.6643437
"Stray Animal","13-01200522","Aug 21, 2013",2013,8,"3300 N BROADWAY , Chicago, Illinois","coyotes - Alley - running from buckingham to aldine on broadway - ",-87.6446626,41.9420233
"Stray Animal","13-01219365","Aug 25, 2013",2013,8,"5300 N CALIFORNIA AVE, Chicago, Illinois","2 coyotes? - Parkway - now",-87.6992779,41.9778159
"Stray Animal","13-01267301","Sep 01, 2013",2013,9,"2300 W BELLE PLAINE AVE, Chicago, Illinois","coyote - running between leavitt and lincoln - Street",-87.686098,41.9558748
"Stray Animal","13-01267312","Sep 01, 2013",2013,9,"4300 N DAMEN AVE, Chicago, Illinois","coyote - Street - now",-87.679197,41.9597634
"Stray Animal","13-01280892","Sep 04, 2013",2013,9,"6900 S HERMITAGE AVE, Chicago, Illinois","coyote - Street - now",-87.667572,41.7685207
"Stray Animal","13-01315987","Sep 09, 2013",2013,9,"3700 N SAYRE AVE, Chicago, Illinois","coyote - Sidewalk - roaming area early this morning",-87.8012502,41.9473091
"Stray Animal","13-01335903","Sep 12, 2013",2013,9,"8100 S KARLOV AVE, Chicago, Illinois","2 dogs, medium sized German Shephard looking ones - Back yard - now in open yard, possibly coyotes stalking caller's shihtzu",-87.7233862,41.7450219
"Stray Animal","13-01351399","Sep 13, 2013",2013,9,"1900 W GRACE ST, Chicago, Illinois","2 coyotes or wolves - Street - now roaming area near grace / lincoln walking wb on grace",-87.6762595,41.9505377
"Stray Animal","13-01351406","Sep 13, 2013",2013,9,"3800 N BELL AVE, Chicago, Illinois","2 coyotes - Street - running between damen and western on grace",-87.685078,41.950551
"Stray Animal","13-01380479","Sep 18, 2013",2013,9,"6900 W GRACE ST, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.7985416,41.9490576
"Stray Animal","13-01398427","Sep 20, 2013",2013,9,"7400 W BRYN MAWR AVE, Chicago, Illinois","at the T intersection on Osceola and Seminole,  is a vacant property in which caller thinks that a coyote lives now. - Other - coyota, large, tannish reddish light color - Street - 7:25 p.m. has been spotted coming out of this vacant property . around since mid summer, small children in area. per caller.",-87.8118887,41.9826268
"Stray Animal","13-01403349","Sep 23, 2013",2013,9,"2100 W BRADLEY PL, Chicago, Illinois"," - COYOTE AROUND 40 LBS GREY 2 OF THEM - Street - BETWEEN 10-12 PM BUT I DO NOT SEE EVERY NIGHT. SAW TWICE DURING THE WEEK -",-87.681243,41.949829
"Stray Animal","13-01426904","Sep 25, 2013",2013,9,"5700 N EAST CIRCLE AVE, Chicago, Illinois","COYOTE - Sidewalk - ROAMING AREA",-87.8036859,41.9854218
"Stray Animal","13-01434412","Sep 26, 2013",2013,9,"8000 S UNIVERSITY AVE, Chicago, Illinois","coyotes - Vacant lot/Parking lot - off & on by ""the hill""",-87.5966535,41.7494277
"Stray Animal","13-01434646","Sep 26, 2013",2013,9,"4100 N WHIPPLE ST, Chicago, Illinois"," - Coyote - Street - Night",-87.7047721,41.9558813
"Stray Animal","13-01434651","Sep 26, 2013",2013,9,"4500 N LINCOLN AVE, Chicago, Illinois","2 coyotes - Vacant lot/Parking lot - now",-87.6854216,41.9633682
"Stray Animal","13-01434668","Sep 26, 2013",2013,9,"1900 W SUNNYSIDE AVE, Chicago, Illinois","coyote - Street - now",-87.676374,41.963538
"Stray Animal","13-01441836","Sep 27, 2013",2013,9,"1000 W GLENLAKE AVE, Chicago, Illinois","2 coyotes - Vacant lot/Parking lot - by park",-87.6554664,41.9923439
"Stray Animal","13-01444812","Sep 29, 2013",2013,9,"6600 W CARMEN AVE, Chicago, Illinois","coyote - Alley - now",-87.7927318,41.9737968
"Stray Animal","13-01444864","Sep 29, 2013",2013,9,"4500 N NARRAGANSETT AVE, Chicago, Illinois","COYOTE - Street - NOW",-87.787249,41.962218
"Stray Animal","13-01444866","Sep 29, 2013",2013,9,"6200 W EASTWOOD AVE, Chicago, Illinois","COYOTE - Street - NOW",-87.7820054,41.9647069
"Stray Animal","13-01455566","Oct 01, 2013",2013,10,"1700 N NORDICA AVE, Chicago, Illinois","coyote - Street",-87.8025562,41.9108831
"Stray Animal","13-01484378","Oct 04, 2013",2013,10,"2300 N STOCKTON DR, Chicago, Illinois","coyote - Other - near petting zoo",-87.6368453,41.924093
"Stray Animal","13-01496829","Oct 07, 2013",2013,10,"3500 N CLAREMONT AVE, Chicago, Illinois","Vacant lot/Parking lot - now - 4 coyotes",-87.687319,41.945064
"Stray Animal","13-01512989","Oct 09, 2013",2013,10,"3000 N HAMILTON AVE, Chicago, Illinois","coyote - Sidewalk - now - at wellington/ hamilton headed wb",-87.6818991,41.9359021
"Stray Animal","13-01519647","Oct 10, 2013",2013,10,"2300 N MOBILE AVE, Chicago, Illinois","1 coyote - Other - running around inside riis park - ",-87.7829622,41.9223041
"Stray Animal","13-01520914","Oct 11, 2013",2013,10,"10700 S SPRINGFIELD AVE, Chicago, Illinois","COYOTE - Street - NOW",-87.7181769,41.6985979
"Stray Animal","13-01527437","Oct 11, 2013",2013,10,"1200 W OAKDALE AVE, Chicago, Illinois","coyote - Front yard - now WB",-87.6588234,41.9352868
"Stray Animal","13-01529095","Oct 12, 2013",2013,10,"5200 N MEADE AVE, Chicago, Illinois","COYOTE - Street - HEADED SB ON MEADE FROM FOSTER",-87.7812716,41.9757672
"Stray Animal","13-01529291","Oct 12, 2013",2013,10,"9700 S MANISTEE AVE, Chicago, Illinois","coyote - Front yard - now",-87.5569091,41.7188824
"Stray Animal","13-01529308","Oct 12, 2013",2013,10,"5800 N AVONDALE AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.7907218,41.9866809
"Stray Animal","13-01550127","Oct 16, 2013",2013,10,"1300 W BERWYN AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.6624082,41.9781079
"Stray Animal","13-01555743","Oct 17, 2013",2013,10,"1600 W AINSLIE ST, Chicago, Illinois"," - coyote, at  - Street - only saw once today at around 11am",-87.6695986,41.9718447
"Stray Animal","13-01556535","Oct 17, 2013",2013,10,"3600 S KEDZIE AVE, Chicago, Illinois","2 coyotes - Other - on grass area on other side of xpwy",-87.7048413,41.8278129
"Stray Animal","13-01564410","Oct 18, 2013",2013,10,"5200 N NB OUTER LAKE SHORE DR, Chicago, Illinois","coyote - Street - now ran across nb lsd between foster and bryn mawr",-87.636679,41.9394452
"Stray Animal","13-01564424","Oct 18, 2013",2013,10,"9300 S KIMBARK AVE, Chicago, Illinois","coyote - Alley",-87.5924418,41.725891
"Stray Animal","13-01566575","Oct 19, 2013",2013,10,"1500 W ADDISON ST, Chicago, Illinois","COYOTE - Front yard - NOW",-87.6664415,41.947021
"Stray Animal","13-01566619","Oct 20, 2013",2013,10,"12500 S YALE AVE, Chicago, Illinois","coyotes - Alley - now",-87.6285677,41.6669277
"Stray Animal","13-01566649","Oct 20, 2013",2013,10,"4600 N MILWAUKEE AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.7579324,41.9644987
"Stray Animal","13-01588885","Oct 23, 2013",2013,10,"5600 N NB OUTER LAKE SHORE DR, Chicago, Illinois","coyote - Street on lake shore drive, between bryn mawr and foster.",-87.636679,41.9394452
"Stray Animal","13-01607615","Oct 26, 2013",2013,10,"2100 W BARRY AVE, Chicago, Illinois","2 COYOTES - Other - RUNNING AROUND AREA NEAR BARRY / HAMILTON",-87.6808887,41.93796
"Stray Animal","13-01607753","Oct 26, 2013",2013,10,"700 W DIVISION ST, Chicago, Illinois","2 COYOTES - Sidewalk - LAST SEEN AT DIVISION / HALSTED",-87.6461316,41.9039109
"Stray Animal","13-01608121","Oct 27, 2013",2013,10,"3200 W IB STEVENSON EXPY, Chicago, Illinois","coyote - Street near the ramp on kedzie and i55 ramp",-87.7694365,41.808671
"Stray Animal","13-01608281","Oct 27, 2013",2013,10,"1200 W FOSTER AVE, Chicago, Illinois","COYOTE",-87.6599485,41.976322
"Stray Animal","13-01608528","Oct 27, 2013",2013,10,"4500 N MELVINA AVE, Chicago, Illinois","coyote - Front yard - ran sb toward montrose",-87.7822708,41.9622001
"Stray Animal","13-01608719","Oct 27, 2013",2013,10,"2100 W BYRON ST, Chicago, Illinois","2 coyotes - Sidewalk - roaming area near byron / hoyne",-87.6811927,41.9524122
"Stray Animal","13-01608722","Oct 27, 2013",2013,10,"2400 W GRACE ST, Chicago, Illinois","2 coyotes - Sidewalk - roaming area near grace/ western",-87.6884284,41.9503539
"Stray Animal","13-01614597","Oct 28, 2013",2013,10,"9100 S BURLEY AVE, Chicago, Illinois","COYOTE INSIDE OF A FOUNDATION - Back yard",-87.5458195,41.7298511
"Stray Animal","13-01616781","Oct 28, 2013",2013,10,"2500 W PATTERSON AVE, Chicago, Illinois","2 coyotes - Vacant lot/Parking lot - now",-87.6908641,41.9478573
"Stray Animal","13-01617295","Oct 28, 2013",2013,10,"9300 S CHAPPEL AVE, Chicago, Illinois","coyote - Other - now - walking next to train tracks",-87.5742161,41.7261207
"Stray Animal","13-01624252","Oct 29, 2013",2013,10,"6700 S KEDZIE AVE, Chicago, Illinois","2 coyotes - Vacant lot/Parking lot - now NB by pond",-87.7038951,41.7707074
"Stray Animal","13-01647839","Nov 03, 2013",2013,11,"4000 N OAK PARK AVE, Chicago, Illinois","between irving park and forest preserve dr. on oak park - 2 coyotes - Sidewalk - now",-87.7962505,41.9527579
"Stray Animal","13-01647907","Nov 03, 2013",2013,11,"7500 W SEMINOLE ST, Chicago, Illinois"," - coyotes (multiple)   dark gray about 30 lbs - Street - 6-7 am",-87.8150763,41.9843856
"Stray Animal","13-01648228","Nov 03, 2013",2013,11,"1600 N MOHAWK ST, Chicago, Illinois","2 coyotes - Sidewalk - near north ave / mohawk",-87.6422299,41.9111335
"Stray Animal","13-01669775","Nov 06, 2013",2013,11,"4000 N OAK PARK AVE, Chicago, Illinois","coyote - Street - now",-87.7962505,41.9527579
"Stray Animal","13-01671395","Nov 07, 2013",2013,11,"300 N CENTRAL PARK AVE, Chicago, Illinois"," - medium Coyotes and cats - Back yard - day and night",-87.717822,41.8864959
"Stray Animal","13-01676099","Nov 07, 2013",2013,11,"900 W 35TH PL, Chicago, Illinois","dog? coyote? - Back yard - now gangway",-87.6476899,41.8296726
"Stray Animal","13-01676110","Nov 07, 2013",2013,11,"6900 W HOBART AVE, Chicago, Illinois","COYOTE - Front yard - STREET",-87.8012901,41.9843223
"Stray Animal","13-01676215","Nov 07, 2013",2013,11,"4800 N HARLEM AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - all over",-87.8075058,41.967537
"Stray Animal","13-01686622","Nov 10, 2013",2013,11,"4400 N CLIFTON AVE, Chicago, Illinois","coyote - Street - now NB",-87.6585036,41.9624672
"Stray Animal","13-01686626","Nov 10, 2013",2013,11,"4500 N MAGNOLIA AVE, Chicago, Illinois","coyote - Street - now WB",-87.661376,41.9636799
"Stray Animal","13-01690591","Nov 12, 2013",2013,11,"5800 N PULASKI RD, Chicago, Illinois","coyote - Street - now - coyote(3)",-87.730864,41.9871839
"Stray Animal","13-01747107","Nov 21, 2013",2013,11,"2300 S LAKE SHORE DR, Chicago, Illinois","coyote - Street - now...running toward lake",-87.6160059,41.8564181
"Stray Animal","13-01768162","Nov 25, 2013",2013,11,"10500 S TORRENCE AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.5599213,41.7044411
"Stray Animal","13-01768175","Nov 25, 2013",2013,11,"10500 S TORRENCE AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now by church-school-daycare",-87.5599213,41.7044411
"Stray Animal","13-01776576","Nov 26, 2013",2013,11,"8700 S BURLEY AVE, Chicago, Illinois","2 coyotes - Vacant lot/Parking lot - now",-87.5461926,41.7371574
"Stray Animal","13-01788920","Nov 30, 2013",2013,11,"2200 N SOUTHPORT AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now EB",-87.6631994,41.9216098
"Stray Animal","13-01796177","Dec 02, 2013",2013,12,"2200 W WAVELAND AVE, Chicago, Illinois","coyote - Front yard - now",-87.6834484,41.9486119
"Stray Animal","13-01820495","Dec 07, 2013",2013,12,"3100 S NB OUTER LAKE SHORE DR, Chicago, Illinois","coyote - Other by the parking lot at 31st and lake shore drive in the grassy area, on the south side of the street..",-87.608284,41.838657
"Stray Animal","13-01844553","Dec 12, 2013",2013,12,"5900 W JACKSON BLVD, Chicago, Illinois","coyote? - Vacant lot/Parking lot - now",-87.7697643,41.8770236
"Stray Animal","13-01844984","Dec 12, 2013",2013,12,"2700 N WOLCOTT AVE, Chicago, Illinois"," - Coyote. 3 separate sightings/encounters within 4 block radius morning and night on 3 separate occasions over past 1-1 1/2 months. Today's incident, 12/12/13, coyote came towards my dog and appeared to be deciding fight or flight as I tried to scare it away.  I fear if a car had come down Wolcott at that moment it would have chosen fight. Please remove it! Also spotted on NW corner at stoplight on Wolcott & Diversey early November, and mid-Nov. in TJMaxx/Sports Authority parking lot- W Fullerton. - Sidewalk - Day and Night for the past 30-45 days and we are very scared! Many of us have to take dogs out numerous times a day and have no choice but to be outside.",-87.675534,41.930013
"Stray Animal","13-01845370","Dec 13, 2013",2013,12,"5700 W JACKSON BLVD, Chicago, Illinois","COYOTE - Street - NOW",-87.767343,41.8770855
"Stray Animal","13-01849507","Dec 13, 2013",2013,12,"2700 W AINSLIE ST, Chicago, Illinois"," - Looked like a grey coyote; was heading east. - Sidewalk",-87.6963249,41.9707506
"Stray Animal","13-01850377","Dec 14, 2013",2013,12,"5000 N NEVA AVE, Chicago, Illinois","COYOTE - Back yard",-87.8062435,41.9720268
"Stray Animal","13-01855388","Dec 16, 2013",2013,12,"5200 S STATE ST, Chicago, Illinois"," - coyote - Street - 6:00AM - 7:00AM",-87.6263791,41.7996372
"Stray Animal","13-01874692","Dec 19, 2013",2013,12,"900 E 130TH ST, Chicago, Illinois","2 coyotes - Street",-87.5935236,41.6601545
"Stray Animal","13-01876048","Dec 19, 2013",2013,12,"7100 W GRAND AVE, Chicago, Illinois","2 dogs..1 husky coyote like dog, and larger dog - Vacant lot/Parking lot and sidewalk..",-87.8027482,41.9237888
"Stray Animal","13-01893219","Dec 24, 2013",2013,12,"2400 N CENTRAL PARK AVE, Chicago, Illinois","2 coyotes - Vacant lot/Parking lot - now NB",-87.7169806,41.9246641
"Stray Animal","13-01893353","Dec 24, 2013",2013,12,"6800 N SEELEY AVE, Chicago, Illinois","coyote - Vacant lot/Parking lot - now",-87.6816958,42.0051917
"Stray Animal","13-01901412","Dec 27, 2013",2013,12,"2600 S MICHIGAN AVE, Chicago, Illinois","coyote - Street - now WB",-87.6238955,41.8454489
"Stray Animal","13-01901533","Dec 27, 2013",2013,12,"2400 W BALMORAL AVE, Chicago, Illinois","coyote - Street - now",-87.6896558,41.9797082
"Stray Animal","13-01915163","Dec 31, 2013",2013,12,"8600 S WESTERN AVE, Chicago, Illinois"," - coyote/beige clour - Vacant lot/Parking lot - sighted at 3am crossing western going into parking lot",-87.6825965,41.7354263
"Unwanted Animal","13-00564053","May 10, 2013",2013,5,"2100 W GREENLEAF AVE, Chicago, Illinois","principle of Armstrong school reporting parents seeing a coyote near school at 7 in the morning - Other",-87.6840873,42.0100712
"Vicious Animal","11-00003469","Jan 01, 2011",2011,1,"3200 S GILES AVE, Chicago, Illinois","Other - coyote - in grassy area laying down",-87.6194477,41.8365553
"Vicious Animal","11-00003492","Jan 02, 2011",2011,1,"9200 S LANGLEY AVE, Chicago, Illinois","Other - large gray coyote - running loose",-87.6070314,41.7274812
"Vicious Animal","11-00003505","Jan 02, 2011",2011,1,"1400 W BELDEN AVE, Chicago, Illinois","Other - 2 large gray coyotes - running loose",-87.6632557,41.9234172
"Vicious Animal","11-00003849","Jan 02, 2011",2011,1,"8500 S WESTERN AVE, Chicago, Illinois","Other - COYOTE - STREET GOING TOWARDS DAN RYAN WOODS",-87.6825965,41.7354263
"Vicious Animal","11-00004942","Jan 02, 2011",2011,1,"4700 S ARCHER AVE, Chicago, Illinois","Other - SMALL, GRAYISH-BROWN  , LONG TAIL POINTED NOSE.   COYOTE - STREET",-87.7142109,41.8079907
"Vicious Animal","11-00005035","Jan 03, 2011",2011,1,"6900 S INDIANA AVE, Chicago, Illinois","Other - MEDIUM,  BROWNISH-GRAY,  LONG TAIL,   LONG NOSE, COYOTE - STREET",-87.6202091,41.7692391
"Vicious Animal","11-00011936","Jan 03, 2011",2011,1,"4400 S WALLACE ST, Chicago, Illinois","Other - coyote - sidewalk",-87.6410589,41.8143398
"Vicious Animal","11-00012156","Jan 04, 2011",2011,1,"600 S CENTRAL AVE, Chicago, Illinois","Other - coyotes - near Columbus park",-87.7646253,41.8723135
"Vicious Animal","11-00013845","Jan 04, 2011",2011,1,"5400 S LARAMIE AVE, Chicago, Illinois","Other - coyote - around railroad tracks  moving west bound",-87.7528638,41.7945609
"Vicious Animal","11-00019222","Jan 05, 2011",2011,1,"2500 W ADDISON ST, Chicago, Illinois","Other - COYOTE SPOTED IN THE  AREA OF  LANE TECH SCHOOL",-87.691095,41.946964
"Vicious Animal","11-00025826","Jan 06, 2011",2011,1,"1000 S WELLS ST, Chicago, Illinois","Other - coyote - loose in the area of   wells and roosevelt",-87.6338624,41.8690148
"Vicious Animal","11-00035858","Jan 07, 2011",2011,1,"2200 N OAK PARK AVE, Chicago, Illinois","Other - 2 COYOTE'S - REAR PLAYGROUND BLDG OF SCHRINER'S HOSPITAL",-87.7958346,41.9202749
"Vicious Animal","11-00036981","Jan 07, 2011",2011,1,"1000 W GRACE ST, Chicago, Illinois","Other - coyote - roaming the area",-87.6547968,41.9513292
"Vicious Animal","11-00037726","Jan 07, 2011",2011,1,"1400 N CLYBOURN AVE, Chicago, Illinois","COYOTE GOING WEST BOUND DOWN CLYBOURN",-87.6439677,41.9066346
