"type","request_number","date","year","month","block","description","lon","lat"
"Injured Animal","11-00409627","Mar 12, 2011",2011,3,"4200 N MOZART ST, Chicago, Illinois","Sidewalk - opossum - looks dazed & confused",-87.6998756,41.9577151
"Injured Animal","11-00409981","Mar 13, 2011",2011,3,"4200 N MOZART ST, Chicago, Illinois","Street - opossum/caller reports that she believes that the opossum has rabies because it is in the center of the street walking in circles and it's eye's are glowing - eye's glowing",-87.6998756,41.9577151
"Injured Animal","11-00411363","Mar 13, 2011",2011,3,"3700 N PARIS AVE, Chicago, Illinois","Back yard - opossum - stuck between the fence wires",-87.8306641,41.94686
"Injured Animal","11-00411377","Mar 13, 2011",2011,3,"3700 N PARIS AVE, Chicago, Illinois","Back yard - OPOSSUM - THE OPOSSUM IS STUCK ON THE FENCE AND CAN'T GET OFF.",-87.8306641,41.94686
"Injured Animal","11-00426981","Mar 15, 2011",2011,3,"6100 N FRANCISCO AVE, Chicago, Illinois","Other - opossum - stuck in between security bars of cllr window - N/A",-87.7018893,41.9921856
"Injured Animal","11-00449584","Mar 20, 2011",2011,3,"10600 S WALLACE ST, Chicago, Illinois","Other - opossum - opossum stuck underneath the back porch his half way in",-87.6380906,41.7013628
"Injured Animal","11-00452913","Mar 21, 2011",2011,3,"1200 W LAWRENCE AVE, Chicago, Illinois","Other..BY ZIP CAR LOT OPOSSUM ON THE BARBED WIRE - OPOSSUM - STUCK ON A FENCE ..BARBWIRE",-87.6598484,41.9691247
"Injured Animal","11-00453884","Mar 21, 2011",2011,3,"1200 W LAWRENCE AVE, Chicago, Illinois","Other - opossum - is caught up on a barbed wire...is very close to where ped. pass by",-87.6598484,41.9691247
"Injured Animal","11-00453937","Mar 21, 2011",2011,3,"5200 S DREXEL AVE, Chicago, Illinois","Front yard - OPOSSUM",-87.6042345,41.8002766
"Injured Animal","11-00454163","Mar 21, 2011",2011,3,"4800 N BROADWAY , Chicago, Illinois","oppossum - stuck on fence",-87.6598914,41.9691446
"Injured Animal","11-00455067","Mar 21, 2011",2011,3,"1200 W LAWRENCE AVE, Chicago, Illinois","Other - opossum - stuck in a barbed wire fence - rear of the property",-87.6598484,41.9691247
"Injured Animal","11-00455095","Mar 21, 2011",2011,3,"1200 W LAWRENCE AVE, Chicago, Illinois","opposum stuck under the barb wire.....in parking lot - oppossum - oppossum stuck under the barb wire.....in parking lot - oppossum  stuck in gate bobwire",-87.6598484,41.9691247
"Injured Animal","11-00455197","Mar 21, 2011",2011,3,"2900 N MILWAUKEE AVE, Chicago, Illinois","Street - opossum",-87.7158587,41.9339599
"Injured Animal","11-00477394","Mar 24, 2011",2011,3,"12000 S PRAIRIE AVE, Chicago, Illinois","Alley - oppossum - in caller garbage cart, 2nd cart behind address",-87.6167288,41.6761794
"Injured Animal","11-00532204","Mar 30, 2011",2011,3,"1800 W BYRON ST, Chicago, Illinois","Front yard - opossum - hasnt moved in hours",-87.674252,41.952562
"Injured Animal","11-00580846","Apr 02, 2011",2011,4,"7300 N OSCEOLA AVE, Chicago, Illinois","Back yard - OPOSSUM - NOT MOVING-BURIED WITH LEAVES-UNDERNEATH REAR PORCH",-87.8130987,42.0135369
"Injured Animal","11-00610368","Apr 04, 2011",2011,4,"4600 S WOLCOTT AVE, Chicago, Illinois","Other - OPOSSUM - OPPOSUM 10 FT IN AIR NEAR ELEMENTARY ENTRANCE",-87.672297,41.810341
"Injured Animal","11-00613584","Apr 04, 2011",2011,4,"8600 S STONY ISLAND AVE, Chicago, Illinois","Sidewalk - OPOSSUM - UNKOWN",-87.5860959,41.7385168
"Injured Animal","11-00735172","Apr 10, 2011",2011,4,"500 W 61ST ST, Chicago, Illinois","THE Opossum IN THE Back Yard IS DEAD AND THERE SOME BABIES FREED OFF THE MOTHER OPOSSUM - Back yard - OPOSSUM - IT'S DEAD WITH BABIES",-87.637791,41.7837559
"Injured Animal","11-00740765","Apr 10, 2011",2011,4,"6000 N CLARK ST, Chicago, Illinois","Sidewalk - OPOSSUM - WAS HIT BY A CAR",-87.670433,41.990955
"Injured Animal","11-00753001","Apr 11, 2011",2011,4,"11100 S EMERALD AVE, Chicago, Illinois","Parkway - opossum - unknown bloody teeth and hissing at students",-87.6414443,41.6922122
"Injured Animal","11-00813193","Apr 13, 2011",2011,4,"1100 E 44TH ST, Chicago, Illinois","Home - oppossum - unk --  hissing at owner of home -- - raccoon - unk --  hissing at owner of home --trying to remove other raccoon which is dead",-87.5993562,41.8146249
"Injured Animal","11-00853828","Apr 15, 2011",2011,4,"7200 N OSCEOLA AVE, Chicago, Illinois","Back yard - OPOSSUM - IS LAYING UNDER THE PORCH",-87.8129451,42.0118322
"Injured Animal","11-00873957","Apr 16, 2011",2011,4,"6000 N PULASKI RD, Chicago, Illinois","OPOSSUM - LAYING DOWN NOT MOVING",-87.7286205,41.9902006
"Injured Animal","11-00961009","Apr 19, 2011",2011,4,"4400 N WOLCOTT AVE, Chicago, Illinois","Alley - oppossum - hit by car? - by fence & trash cans",-87.6759925,41.961508
"Injured Animal","11-01060575","Apr 23, 2011",2011,4,"4500 S KOMENSKY AVE, Chicago, Illinois","Back yard on the stairs near the deck - opossum - a piece of the tail is missing - the animal will not moved",-87.7252077,41.8113735
"Injured Animal","11-01063333","Apr 23, 2011",2011,4,"2500 W DEVON AVE, Chicago, Illinois","Other - opossum - just sitting in the doorway of resturant",-87.692553,41.997955
"Injured Animal","11-01206490","Apr 28, 2011",2011,4,"6800 S CREGIER AVE, Chicago, Illinois","Back yard - opossum - stuck in the fence",-87.5817148,41.7713862
"Injured Animal","11-01246056","Apr 29, 2011",2011,4,"5700 S NORDICA AVE, Chicago, Illinois","Other / ON FRONT PORCH - OPOSSUM - MOUTH IS BLEEDING AND OPOSSUM WILL NOT LEAVE",-87.7978698,41.788284
"Injured Animal","11-01248123","Apr 29, 2011",2011,4,"5700 S NORDICA AVE, Chicago, Illinois","Parkway - opossum - foaming from the mouth",-87.7978698,41.788284
"Injured Animal","11-01274384","Apr 30, 2011",2011,4,"3100 N NAGLE AVE, Chicago, Illinois","Back yard - opossum - stuck between the fence in the backyard",-87.787343,41.9366253
"Injured Animal","11-01276490","Apr 30, 2011",2011,4,"1500 N KEDZIE AVE, Chicago, Illinois","OPOSSUM - STUCK IN FENCE - huMBOLDT PARK",-87.707419,41.908457
"Injured Animal","11-01287247","Apr 30, 2011",2011,4,"3800 S STATE ST, Chicago, Illinois","Street - oppossum - hit by car",-87.6264734,41.8255291
"Injured Animal","11-01289942","Apr 30, 2011",2011,4,"11100 S WESTERN AVE, Chicago, Illinois","Street - opossum - hit by car",-87.6812177,41.6917866
"Injured Animal","11-01302166","May 01, 2011",2011,5,"7700 S THROOP ST, Chicago, Illinois","Street - opossum - looks poison",-87.6557432,41.7539751
"Injured Animal","11-01306152","May 01, 2011",2011,5,"5100 W ARGYLE ST, Chicago, Illinois","Back yard - opossum - stuck in a metal fence",-87.7553248,41.9717424
"Injured Animal","11-01308085","May 01, 2011",2011,5,"5600 S SACRAMENTO AVE, Chicago, Illinois","opossum - injured in garbage cart - Alley",-87.6986246,41.7917789
"Injured Animal","11-01324940","May 02, 2011",2011,5,"400 N WABASH AVE, Chicago, Illinois","Other - opossum - diseased - sick laying in the front drive of the Trum Hotel",-87.6269672,41.8894721
"Injured Animal","11-01329140","May 02, 2011",2011,5,"200 N STATE ST, Chicago, Illinois","near the Vietnam memorial - hanging from the tower - Other - opossum - hanging from a  tower",-87.6281875,41.8862412
"Injured Animal","11-01329459","May 02, 2011",2011,5,"200 N STATE ST, Chicago, Illinois","Other - OPOSSUM - UNKOWN- ON STATE ST BRIDGE",-87.6281875,41.8862412
"Injured Animal","11-01337689","May 02, 2011",2011,5,"5600 S SACRAMENTO AVE, Chicago, Illinois","Alley - OPOUSS - OPOSSUM - UNKOWN- INSIDE GARBAGE CART",-87.6986246,41.7917789
"Injured Animal","11-01373539","May 03, 2011",2011,5,"900 N PINE AVE, Chicago, Illinois","Home - SENIOR CALLER STATES RACOON OR OPOSSUM BLEEDING IN ATTACHED GARAGE. - BLEEDING",-87.7636187,41.8966907
"Injured Animal","11-01429021","May 05, 2011",2011,5,"3700 S WABASH AVE, Chicago, Illinois","Street - opossum - sick and dying on the side of the building",-87.6248827,41.8273706
"Injured Animal","11-01459922","May 06, 2011",2011,5,"3900 N LINCOLN AVE, Chicago, Illinois","Front yard - OPOSSUM - STUCK ON FENCE",-87.6778647,41.9524763
"Injured Animal","11-01462359","May 06, 2011",2011,5,"500 N ASHLAND AVE, Chicago, Illinois","2ND REQUEST - Street - OPOSSUM - OPOSSUM IS STUCK BY ITS NAILS TO THE TIRE OF A WHITE CRYSLER, FRONT, PASSENGER SIDE TIRE - PLEASE COME ASAP, CALLER CONCERNED THE CAR OWNER WILL DRIVE AWAY AND KILL OPOSSUM.",-87.6672029,41.8909727
"Injured Animal","11-01466881","May 06, 2011",2011,5,"3900 N LINCOLN AVE, Chicago, Illinois","opossum - caller does not know if its injured - Sidewalk - on a fence",-87.6778647,41.9524763
"Injured Animal","11-01468406","May 06, 2011",2011,5,"3900 N LINCOLN AVE, Chicago, Illinois","Parkway - opossum - appears to be sick, currently siting on a rail,  snapping at people",-87.6778647,41.9524763
"Injured Animal","11-01528040","May 08, 2011",2011,5,"9300 S PEORIA ST, Chicago, Illinois","Back yard - opossum - mauled by a dog, laying in the backyard - 2 baby opossums",-87.6459927,41.7247796
"Injured Animal","11-01531389","May 08, 2011",2011,5,"3200 W 38TH PL, Chicago, Illinois","Back yard - opossum - attacked by dogs oppossum is injured has been sitting under gray auto in rear of yard since yesterday",-87.7044085,41.8235104
"Injured Animal","11-01566149","May 09, 2011",2011,5,"300 W 105TH PL, Chicago, Illinois","Back yard - opossum - looks sick - hissing",-87.6307655,41.7027294
"Injured Animal","11-01588702","May 10, 2011",2011,5,"4900 S INDIANA AVE, Chicago, Illinois","Street - opossum - mother opossum dead with all the babies on top her in the middle of the street",-87.621597,41.805495
"Injured Animal","11-01626775","May 11, 2011",2011,5,"3800 N OCONTO AVE, Chicago, Illinois","Back yard - opossum - appears to be sick",-87.8086247,41.9489986
"Injured Animal","11-01632193","May 11, 2011",2011,5,"8100 S BISHOP ST, Chicago, Illinois","Curb line - OPOSSUM - TRAPPED UNDER A GRAY TRUCK AT THIS LOCATION",-87.6597033,41.7467446
"Injured Animal","11-01663876","May 12, 2011",2011,5,"6700 N CALDWELL AVE, Chicago, Illinois","Street - opossum - hit by car---middle of street",-87.7673624,41.9976162
"Injured Animal","11-01696177","May 13, 2011",2011,5,"3700 W 60TH ST, Chicago, Illinois","doa/inj opossum in yard of vacant hse",-87.7155738,41.7842328
"Injured Animal","11-01699398","May 13, 2011",2011,5,"400 N LAWNDALE AVE, Chicago, Illinois","Other - stuck in the back of the caller's pickup truck - oppossum - stuck under the bodyguard of the gray chevrolet  truck",-87.7188202,41.8882492
"Injured Animal","11-01808169","May 16, 2011",2011,5,"5100 W 63RD PL, Chicago, Illinois","Back yard - 2 baby opossums",-87.7492106,41.7776339
"Injured Animal","11-01870119","May 18, 2011",2011,5,"4800 N CLARK ST, Chicago, Illinois","OPOSSUM - HIT BY CAR",-87.6677457,41.9690882
"Injured Animal","11-01878638","May 18, 2011",2011,5,"3600 W LAWRENCE AVE, Chicago, Illinois","baby opossum - animal is in corner outside front entrance of dentist office",-87.7184311,41.968449
"Injured Animal","11-01908467","May 19, 2011",2011,5,"11300 S MICHIGAN AVE, Chicago, Illinois","Other - opossum - sitting inside front door way of vacant property -[seems to be injured - teenagers had been throwing bricks at animal- requesting pickup asap]",-87.6209944,41.688973
"Injured Animal","11-01909155","May 19, 2011",2011,5,"1700 E 83RD ST, Chicago, Illinois","Opossum - Street",-87.5826999,41.7435887
"Injured Animal","11-01941077","May 20, 2011",2011,5,"4100 N MONTICELLO AVE, Chicago, Illinois","Front yard - opossum - under front porch by bush - sickly, not acting right",-87.7192941,41.9557147
"Injured Animal","11-01997957","May 21, 2011",2011,5,"5800 S WHIPPLE ST, Chicago, Illinois","Back yard - opossum - attacked by caller's dog and laying by back fence - bleeding",-87.6999986,41.7880037
"Injured Animal","11-02031368","May 22, 2011",2011,5,"9200 S ELIZABETH ST, Chicago, Illinois","Alley - OPOSSUM - OPOSSUM - OPOSSUM WAS ATTACKED BY A DOG",-87.6546256,41.7266662
"Injured Animal","11-02046250","May 23, 2011",2011,5,"6500 S RHODES AVE, Chicago, Illinois","Front yard - OPOSSUM - LOCATED IN FRONT YARD-HIDING BEHIND CALLERS FLOWERS",-87.6121679,41.7765368
"Injured Animal","11-02062789","May 23, 2011",2011,5,"6300 S TALMAN AVE, Chicago, Illinois","opossum w/babies in front yard in bushes",-87.6897089,41.779174
"Injured Animal","11-02066509","May 23, 2011",2011,5,"2900 N NATOMA AVE, Chicago, Illinois","Back yard - opossum - opossum is pregnant caller is concerned that it has been roaming back and forth between yards for 2-3 days now",-87.7921457,41.9328829
"Injured Animal","11-02136219","May 25, 2011",2011,5,"3900 N ALBANY AVE, Chicago, Illinois","Back yard - opossum - newborn, out in the backyard",-87.705511,41.9521357
"Injured Animal","11-02231648","May 28, 2011",2011,5,"200 W 94TH ST, Chicago, Illinois","Back yard - opossum - injured and cant walk",-87.6289437,41.7237206
"Injured Animal","11-02287064","May 29, 2011",2011,5,"5500 S RICHMOND ST, Chicago, Illinois","Street - opossum - hit by car - N/A - ",-87.6974519,41.7936278
"Injured Animal","11-02332629","May 31, 2011",2011,5,"2700 W 99TH ST, Chicago, Illinois","Back yard - OPOSSUM - UNKOWN",-87.689449,41.7139546
"Injured Animal","11-02408763","Jun 02, 2011",2011,6,"9500 S PEORIA ST, Chicago, Illinois","opossum - Front yard - sick opossum",-87.6456322,41.7213356
"Injured Animal","11-02412540","Jun 02, 2011",2011,6,"8600 S MICHIGAN AVE, Chicago, Illinois","Sidewalk - opossum - sick and laying on walkway on side of house",-87.6212456,41.7380821
"Injured Animal","11-02416864","Jun 02, 2011",2011,6,"8600 S MICHIGAN AVE, Chicago, Illinois","Back yard - OPOSSUM - SICK & LAYING IN BACK YARD - CALLER IS A SENIOR AND VERY AFRAID OF OPOSSUM PLS CONTACT ASAP AND LET CALLER KNOW WHEN AC WILL COME OUT CALLER HAS BEEN WAITING SINCE 9:00 AM FOR AC TO COME OUT.",-87.6212456,41.7380821
"Injured Animal","11-02423187","Jun 02, 2011",2011,6,"8600 S MICHIGAN AVE, Chicago, Illinois","Back yard - opossum - not able to walk just rolling over",-87.6212456,41.7380821
"Injured Animal","11-02453831","Jun 03, 2011",2011,6,"5500 W ROSCOE ST, Chicago, Illinois","Back yard - opossum - in front of cllrs basement door. wont leave. she has covered w/a basket. sick",-87.7641692,41.9422548
"Injured Animal","11-02455984","Jun 03, 2011",2011,6,"7900 S DORCHESTER AVE, Chicago, Illinois","Back yard - OPOS - OPOSSUM - UNKOWN",-87.590955,41.7512783
"Injured Animal","11-02528439","Jun 05, 2011",2011,6,"4800 W MELROSE ST, Chicago, Illinois","Back yard - MOTHER OPOSSUM AND 2 NEWBORN BABIES / MOTHER OPOSSUM MAY BE DEAD - NEWBORNS",-87.7476299,41.9399317
"Injured Animal","11-02622878","Jun 07, 2011",2011,6,"4800 W DIVERSEY AVE, Chicago, Illinois","Other - opossum inside dollar store",-87.746783,41.9318529
"Injured Animal","11-02709113","Jun 09, 2011",2011,6,"5600 S RUTHERFORD AVE, Chicago, Illinois","just ring door bell to gain access . Back yard//fenced in  - newborn opossum ..fell off mothers back.. and doesnt look like the will come back for it.. - newborn opossum",-87.790532,41.7902408
"Injured Animal","11-02720036","Jun 09, 2011",2011,6,"5100 S INGLESIDE AVE, Chicago, Illinois","Front yard - opossum - sickly sitting on front entrance of doorway - someone threw water on it - not able to move",-87.602902,41.802275
"Injured Animal","11-02723548","Jun 09, 2011",2011,6,"700 E 95TH ST, Chicago, Illinois","Back yard - OPOSSUM - LEG  INJURY",-87.6067181,41.7222984
"Injured Animal","11-02739676","Jun 10, 2011",2011,6,"6100 S MOODY AVE, Chicago, Illinois","Back yard - possum - there is a wound on the back of the possum and is now just laying there",-87.7756223,41.7813318
"Injured Animal","11-02759356","Jun 10, 2011",2011,6,"5600 S RUTHERFORD AVE, Chicago, Illinois","Back yard - baby opossum - abandoned by family, caller placed it in a box in the backyard",-87.790532,41.7902408
"Injured Animal","11-02792765","Jun 11, 2011",2011,6,"1800 W CERMAK RD, Chicago, Illinois","- opossum - hit by a car - Sidewalk",-87.6711161,41.8524345
"Injured Animal","11-02918396","Jun 14, 2011",2011,6,"1200 N LARAMIE AVE, Chicago, Illinois","Back yard - OPOSSUM - LAYING DOWN AND HASN'T MOVED SINCE 6:00 AM - COME THRU FRONT GATE TO SIDE OF HOUSE AND THEN TO YARD. IN FRONT OF GARAGE ENTRANCE",-87.7559008,41.9024052
"Injured Animal","11-03030715","Jun 17, 2011",2011,6,"1000 N LAMON AVE, Chicago, Illinois","Front yard - opossum",-87.7485384,41.8988351
"Injured Animal","11-03047246","Jun 17, 2011",2011,6,"3500 S WOLCOTT AVE, Chicago, Illinois","Other - baby oppossum stuck in window ell   has been there all day - stuck  trapped   has no way of getting out / free",-87.6728404,41.830417
"Injured Animal","11-03061087","Jun 18, 2011",2011,6,"5900 S KEDVALE AVE, Chicago, Illinois","Back yard - opossum - unkown",-87.7266215,41.7858864
"Injured Animal","11-03063137","Jun 18, 2011",2011,6,"5000 W MONTROSE AVE, Chicago, Illinois","Other - newborn opossum .. in garage.. mother has left it.. - newborn opossum",-87.7526139,41.9609091
"Injured Animal","11-03068706","Jun 18, 2011",2011,6,"5900 S KEDVALE AVE, Chicago, Illinois","Back yard ON SIDE OF GARAGE -OPOSSUM SAME AREA SINCE YESTERDAY - UNKNOWN-SICK - PLS CONTACT ASAP AND LET CALLER KNOW WHEN AC WILL COME OUT",-87.7266215,41.7858864
"Injured Animal","11-03100369","Jun 19, 2011",2011,6,"1900 W MONTROSE AVE, Chicago, Illinois","Other - OPOSSUM - SEEMS INJURED",-87.6762105,41.9616769
"Injured Animal","11-03152166","Jun 20, 2011",2011,6,"500 E 79TH ST, Chicago, Illinois","Other  FRONT ENTRANCE DOOR - OPOSSUM - STUCK IN DOOR",-87.6125046,41.7511656
"Injured Animal","11-03160502","Jun 20, 2011",2011,6,"2900 E 78TH PL, Chicago, Illinois","Back yard - OPOSSUM - LEGS....CONTRACTORS STATES OPPOSSUM WAS INJURED & IS SITTING IN THE REAR YARD DRINKING WATER THEY'VE GIVEN HIM.",-87.5528874,41.7524786
"Injured Animal","11-03193692","Jun 21, 2011",2011,6,"5400 S KEDVALE AVE, Chicago, Illinois","opossum - cannot move",-87.72717,41.7948726
"Injured Animal","11-03207681","Jun 21, 2011",2011,6,"2700 N MOODY AVE, Chicago, Illinois","Back yard - NEW BORN BABBIES OPOSSUM - NEW BORN",-87.7797825,41.9293819
"Injured Animal","11-03226930","Jun 22, 2011",2011,6,"8100 S HARPER AVE, Chicago, Illinois","Alley - opossum - hit  by car",-87.5874076,41.7476685
"Injured Animal","11-03243921","Jun 24, 2011",2011,6,"6400 S KEDZIE AVE, Chicago, Illinois","Back yard - opossum - stuck on spikes on top of fence - N/A - N/A - REAR OF PROP",-87.7033286,41.7768648
"Injured Animal","11-03244341","Jun 25, 2011",2011,6,"8900 S EMERALD AVE, Chicago, Illinois","Street - OPOSSUM - LOOKS POISONED",-87.6426008,41.7324468
"Injured Animal","11-03261843","Jun 28, 2011",2011,6,"8600 S KNOX AVE, Chicago, Illinois","Back yard - BABY OPOSSUM - INSIDE A BOX-BABY-SHAKING",-87.7375377,41.7362346
"Injured Animal","11-03265242","Jun 28, 2011",2011,6,"13000 S DR MARTIN LUTHER KING JR DR, Chicago, Illinois","IN CONCORDIA APT COMPLEX IN THE REAR - Other - BABY OPOSSUM - VERY YOUNG AND LAYING ON PORCH",-87.6131777,41.6854283
"Injured Animal","11-03269113","Jun 29, 2011",2011,6,"5000 W WINDSOR AVE, Chicago, Illinois","Back yard - broken legs - opossums",-87.7526908,41.9636204
"Injured Animal","11-03271631","Jun 29, 2011",2011,6,"300 W 109TH ST, Chicago, Illinois","Sidewalk - opossum - wounded somehow",-87.630604,41.6964096
"Injured Animal","11-03290682","Jul 01, 2011",2011,7,"5200 N MOODY AVE, Chicago, Illinois","Back yard - OPOSSUM - DYING CANT MOVE - UNDER REAR PORCH - N/A",-87.7826166,41.9757931
"Injured Animal","11-03291210","Jul 02, 2011",2011,7,"5700 W 60TH ST, Chicago, Illinois","Street - 8 BABY OPOSSUMS - BABY OPOSSUMS ARE HOOVERING AROUND THE DEAD MOTHER IN THE STREET",-87.7643929,41.7835081
"Injured Animal","11-03292143","Jul 02, 2011",2011,7,"7500 N SHERIDAN RD, Chicago, Illinois","Front yard - opossum - sick, hissing at people",-87.666095,42.018414
"Injured Animal","11-03311589","Jul 06, 2011",2011,7,"8200 S SOUTH SHORE DR, Chicago, Illinois","Back yard - baby opossum - stuck in the fence",-87.5481998,41.7463554
"Injured Animal","11-03312588","Jul 06, 2011",2011,7,"10100 S ARTESIAN AVE, Chicago, Illinois","Street - opossum - looks injured looks sick",-87.6832875,41.7098642
"Injured Animal","11-03314151","Jul 06, 2011",2011,7,"5200 N MASON AVE, Chicago, Illinois","Back yard - baby opossums - 3 babies no adult around",-87.776954,41.9756646
"Injured Animal","11-03323924","Jul 08, 2011",2011,7,"5100 W FOSTER AVE, Chicago, Illinois","Sidewalk - opossum - was hit by car. bleeding at mouth. trying to stand",-87.7555555,41.9754237
"Injured Animal","11-03330707","Jul 08, 2011",2011,7,"5100 W FOSTER AVE, Chicago, Illinois","Other - OPOSSUM - NEAR BSMT STEPS ALONG GANGWAY OF HOME-ANIMAL IS NOT MOVING",-87.7555555,41.9754237
"Injured Animal","11-03335258","Jul 10, 2011",2011,7,"4700 S HALSTED ST, Chicago, Illinois","LOCATED IN DUMPSTER OF WALGREENS - Alley - OPOSSUMS - NEWBORM OPOSSUMS AND MOTHER INSIDE DUMPSTER-GROWLING",-87.6461661,41.8084857
"Injured Animal","11-03361349","Jul 13, 2011",2011,7,"3300 W 64TH ST, Chicago, Illinois","Other - opossum - stuck in between two garages",-87.7055159,41.7770966
"Injured Animal","11-03365661","Jul 13, 2011",2011,7,"3400 N HARLEM AVE, Chicago, Illinois","OPOSSUM - OPOSSUM ON THE SIDE OF THE LGM BRIDAL STORE AND IT'S NOT MOVING. - Other",-87.8072805,41.941654
"Injured Animal","11-03367969","Jul 13, 2011",2011,7,"3400 N HARLEM AVE, Chicago, Illinois","Sidewalk - opossum - appears to be sick - near the doorway",-87.8072805,41.941654
"Injured Animal","11-03382870","Jul 15, 2011",2011,7,"100 W MONROE ST, Chicago, Illinois","opossum",-87.6310932,41.8809159
"Injured Animal","11-03388969","Jul 16, 2011",2011,7,"3100 W 83RD PL, Chicago, Illinois","Back yard - baby possum with wounded leg/bleeding - bleeding",-87.6995174,41.7419347
"Injured Animal","11-03397202","Jul 18, 2011",2011,7,"10200 S MORGAN ST, Chicago, Illinois","Alley - opossum - unknown",-87.6477446,41.708689
"Injured Animal","11-03414163","Jul 20, 2011",2011,7,"300 W BELMONT AVE, Chicago, Illinois","Vacant lot/Parking lot - OPOSSUM - INJURED, UNDER THE DECK OF THE CHICAGO YACHT CLUB",-87.6391491,41.9402644
"Injured Animal","11-03414925","Jul 20, 2011",2011,7,"10000 S PEORIA ST, Chicago, Illinois","Back yard BY BASEMENT DOOR- OPOSSUM - UNKOWN",-87.6457229,41.7121755
"Injured Animal","11-03432420","Jul 21, 2011",2011,7,"4800 N HERMITAGE AVE, Chicago, Illinois","Front yard - oppossum - dying - Sidewalk",-87.6725913,41.9688673
"Injured Animal","11-03444159","Jul 23, 2011",2011,7,"4800 W BELMONT AVE, Chicago, Illinois","Alley - opossum - dying",-87.7471486,41.9389207
"Injured Animal","11-03459079","Jul 25, 2011",2011,7,"9900 S WINSTON AVE, Chicago, Illinois","Other - opossum -stuck  under  hood of car hissing",-87.6579786,41.714
"Injured Animal","11-03466746","Jul 26, 2011",2011,7,"3700 N NARRAGANSETT AVE, Chicago, Illinois","Sidewalk - OPOSSUM - VERY SICK--AGAINST CEMETARY WALL",-87.7866678,41.9506392
"Injured Animal","11-03478229","Jul 28, 2011",2011,7,"3400 N LEAVITT ST, Chicago, Illinois","Back yard - OPOSSUM - BREATHING BUT NOT MOVING - PLEASE COME TO REAR COACH HOUSE AND RING DOOR BELL",-87.683301,41.9431494
"Injured Animal","11-03483489","Jul 28, 2011",2011,7,"1200 W 80TH ST, Chicago, Illinois","Back yard - 2 BABY OPOSSUMS - OPOSSUMS FELL INTO A AREA AT REAR OF BLDG. AND THEY ARE TRAPPED INSIDE",-87.6536844,41.7486592
"Injured Animal","11-03488094","Jul 29, 2011",2011,7,"4400 W LAWRENCE AVE, Chicago, Illinois","Sidewalk - BABY OPOSSUM - UNKOWN- BY MAYFAIR LIBRARY",-87.7381078,41.9683065
"Injured Animal","11-03497892","Jul 31, 2011",2011,7,"7100 S WESTERN AVE, Chicago, Illinois","Other - opossum - stuck in between back right wheel of chev van gray van is on the side of  check cash currency change.",-87.6837497,41.7645661
"Injured Animal","11-03503148","Aug 01, 2011",2011,8,"1200 W 80TH ST, Chicago, Illinois","Back yard - 2 opossum - stuck in a ditch unable to get out for weeks",-87.6536844,41.7486592
"Injured Animal","11-03511286","Aug 02, 2011",2011,8,"9000 S LOOMIS ST, Chicago, Illinois","Parkway - opossum - hit by a vehicle - the 5 babies are attached to the mom",-87.6583819,41.7302581
"Injured Animal","11-03511398","Aug 02, 2011",2011,8,"6200 W WAVELAND AVE, Chicago, Illinois","Inside House - Opossum",-87.7816175,41.9477846
"Injured Animal","11-03535397","Aug 04, 2011",2011,8,"1400 W JONQUIL TER, Chicago, Illinois","Front yard - oppossum - behind front door planter",-87.6665757,42.0211192
"Injured Animal","11-03543899","Aug 06, 2011",2011,8,"7400 S NORMAL AVE, Chicago, Illinois","Other - opossum on back porch",-87.637259,41.7597216
"Injured Animal","11-03588273","Aug 13, 2011",2011,8,"8000 S EXCHANGE AVE, Chicago, Illinois","Street - opossum - got hit by car",-87.5528682,41.7500702
"Injured Animal","11-03619718","Aug 18, 2011",2011,8,"11000 S STATE ST, Chicago, Illinois","Vacant lot/Parking lot - OPOSSUM - - SICK LAYING NEAR PARKING LOT DOCK OF ROSELAND POST OFFICE",-87.623482,41.694279
"Injured Animal","11-03623888","Aug 19, 2011",2011,8,"8800 S CARPENTER ST, Chicago, Illinois","Back yard - OPOSSUM - WON'T MOVE",-87.6499493,41.7340989
"Injured Animal","11-03627638","Aug 19, 2011",2011,8,"6200 S NAGLE AVE, Chicago, Illinois","Back yard - OPOSSUM - HIT BY A CAR, BLEEDING, CANNOT WALK",-87.7828472,41.7793346
"Injured Animal","11-03631721","Aug 20, 2011",2011,8,"7200 N BELL AVE, Chicago, Illinois","opossum - in backyard",-87.6863587,42.0125184
"Injured Animal","11-03632230","Aug 20, 2011",2011,8,"7200 N BELL AVE, Chicago, Illinois","Alley - opossum - in a milk crate hit by a car,",-87.6863587,42.0125184
"Injured Animal","11-03633043","Aug 20, 2011",2011,8,"8100 S MUSKEGON AVE, Chicago, Illinois","Street - opossum - hit by car - N/A - LYING NEAR CURB LEFT SIDE OF STREET",-87.555589,41.74808
"Injured Animal","11-03633626","Aug 21, 2011",2011,8,"900 W 96TH ST, Chicago, Illinois","Street - baby opossums - mother has been killed, babies are in the street, crawling over the mother's body.",-87.6455758,41.719297
"Injured Animal","11-03661630","Aug 25, 2011",2011,8,"5400 W SCHOOL ST, Chicago, Illinois","Alley - opossum - sick",-87.76186,41.94072
