,,,,,,
,Report Title,,,,,
,,,,,,
Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Nuisance Animals,13-00258349,"Mar 07, 2013",2013,3,3500 N SB OUTER LAKE SHORE DR,COYOTE SIGHTED IN THE AREA. - Unvaccinated animal
Nuisance Animals,13-00264669,"Mar 09, 2013",2013,3,1200 S SAWYER AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around the backyard"
Nuisance Animals,13-00265609,"Mar 10, 2013",2013,3,500 W JACKSON BLVD,coyote in area - Other
Nuisance Animals,13-00297517,"Mar 16, 2013",2013,3,4800 N CLARK ST,COYOTE SEEN AT THE CEMETARY. - Unvaccinated animal
Nuisance Animals,13-00297661,"Mar 16, 2013",2013,3,10300 S VINCENNES AVE," - other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-00299562,"Mar 18, 2013",2013,3,1600 S MORGAN ST,coyote in area - Other
Nuisance Animals,13-00311407,"Mar 19, 2013",2013,3,9400 S MANISTEE AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-00322822,"Mar 22, 2013",2013,3,2500 W FOSTER AVE," Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE IN AREA - COYOTE"
Nuisance Animals,13-00326909,"Mar 22, 2013",2013,3,3200 W BRYN MAWR AVE,coyote - Other - by the school
Nuisance Animals,13-00327085,"Mar 22, 2013",2013,3,5000 N ASHLAND AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE - COYOTE HEADED WESTBOUND"
Nuisance Animals,13-00329228,"Mar 24, 2013",2013,3,1700 W AINSLIE ST,brown and rust color coyote was sited in the area - Other -
Nuisance Animals,13-00336363,"Mar 26, 2013",2013,3,6800 W THORNDALE AVE,coyote in area - Other
Nuisance Animals,13-00341392,"Mar 26, 2013",2013,3,6800 W FOREST PRESERVE AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around mental health facility"
Nuisance Animals,13-00341481,"Mar 26, 2013",2013,3,6900 W IRVING PARK RD,COYOTE SIGHTED IN THE AREA NEAR THE FIELD. - Other
Nuisance Animals,13-00343667,"Mar 27, 2013",2013,3,4500 N RAVENSWOOD AVE,COYOTE SIGHTED IN THE AREA. - Other
Nuisance Animals,13-00347146,"Mar 27, 2013",2013,3,1700 W BERTEAU AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-00347300,"Mar 27, 2013",2013,3,5600 S AUSTIN AVE,coyote - Owner not picking up feces
Nuisance Animals,13-00347732,"Mar 28, 2013",2013,3,7100 N CALIFORNIA AVE,coyote in area - Other
Nuisance Animals,13-00350640,"Mar 28, 2013",2013,3,6600 N WESTERN AVE,COYOTE SIGHTED IN THE AREA NEAR THE GOLF COURSE-PER CALLER - Other
Nuisance Animals,13-00358024,"Mar 30, 2013",2013,3,1000 W 15TH ST,COYOTE-  LOCATED IN THE ALLEY
Nuisance Animals,13-00358226,"Mar 30, 2013",2013,3,2500 W LUNT AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - RUNNING ABOUT FIELD HSE AND NOW AT PLAYGROUN"
Nuisance Animals,13-00358321,"Mar 30, 2013",2013,3,5700 S LAKE SHORE DR,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2 found"
Nuisance Animals,13-00358734,"Mar 31, 2013",2013,3,6800 W THORNDALE AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE NOW IN ALLEY ON NEWARK"
Nuisance Animals,13-00359501,"Mar 31, 2013",2013,3,6500 S UNIVERSITY AVE,COYOTE - Other - WALKING DOWN THE STREET
Nuisance Animals,13-00367309,"Apr 02, 2013",2013,4,5900 N MERRIMAC AVE,coyote in area - Other
Nuisance Animals,13-00370454,"Apr 02, 2013",2013,4,4500 N GREENVIEW AVE,COYOTE
Nuisance Animals,13-00370487,"Apr 02, 2013",2013,4,7900 S COMMERCIAL AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote running around alley and railroad tracks"
Nuisance Animals,13-00381453,"Apr 04, 2013",2013,4,6200 N SHERIDAN RD,CALLER STATES COYOTE SIGHTED NEAR THE ROCKS HERE AT BERGER PARK. - Other
Nuisance Animals,13-00391497,"Apr 07, 2013",2013,4,6700 N FRANCISCO AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE IN AREA"
Nuisance Animals,13-00391863,"Apr 07, 2013",2013,4,2900 W FARWELL AVE,COYOTE - COYOTE IN THE BACKYARD AT ABOVE ADDRESS
Nuisance Animals,13-00392163,"Apr 07, 2013",2013,4,2900 W FARWELL AVE,coyote - Other - coyote in the area
Nuisance Animals,13-00392380,"Apr 07, 2013",2013,4,2300 W BARRY AVE,coyote - Other - coyote in the area
Nuisance Animals,13-00398712,"Apr 08, 2013",2013,4,5400 N WAYNE AVE,coyote - Other - coyote running around area
Nuisance Animals,13-00410525,"Apr 10, 2013",2013,4,1500 W AINSLIE ST, - COYOTE  IN AREA AROUND A CEMETERY
Nuisance Animals,13-00422361,"Apr 12, 2013",2013,4,6300 N SHERIDAN RD,coyote - Other - coyote siting...
Nuisance Animals,13-00422902,"Apr 12, 2013",2013,4,3800 N LINCOLN AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-00432191,"Apr 15, 2013",2013,4,9600 S OGLESBY AVE,COYOTE - ON THE STREET
Nuisance Animals,13-00444695,"Apr 17, 2013",2013,4,2400 W THOMAS ST,coyote - in the backyard
Nuisance Animals,13-00460235,"Apr 19, 2013",2013,4,4800 N MONT CLARE AVE,coyote - Other
Nuisance Animals,13-00460263,"Apr 19, 2013",2013,4,2400 W ADDISON ST,coyote - Other
Nuisance Animals,13-00462346,"Apr 20, 2013",2013,4,6800 N KEDZIE AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE"
Nuisance Animals,13-00464208,"Apr 21, 2013",2013,4,3500 S LAKE PARK AVE,"other/wolves - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2-coyotes or wolves running towards the lake front alond 31st street"
Nuisance Animals,13-00471196,"Apr 22, 2013",2013,4,2600 N CLYBOURN AVE,"dog/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - street"
Nuisance Animals,13-00471250,"Apr 22, 2013",2013,4,3000 N HOYNE AVE,"other/coyote -  - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around school playground"
Nuisance Animals,13-00478314,"Apr 23, 2013",2013,4,1900 W GRACE ST,coyote
Nuisance Animals,13-00485155,"Apr 25, 2013",2013,4,2300 W ARTHUR AVE,coyote in area - Other
Nuisance Animals,13-00499052,"Apr 27, 2013",2013,4,3400 N CALIFORNIA AVE,COYOTE - Other - ROAMING THE AREA
Nuisance Animals,13-00501450,"Apr 29, 2013",2013,4,4000 W CHICAGO AVE,"COYOTE OR WOLD - Non Pet Animals Owned (goats, chickens, pigs, etc) - BEHIND ORR HIGH SCHOOL-BACK AREA"
Nuisance Animals,13-00524515,"May 02, 2013",2013,5,5700 N LOWELL AVE,coyote near bike path
Nuisance Animals,13-00531357,"May 03, 2013",2013,5,5100 S STATE ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote running down state st."
Nuisance Animals,13-00532859,"May 04, 2013",2013,5,5200 W FOSTER AVE, - COYOTE
Nuisance Animals,13-00532861,"May 04, 2013",2013,5,4800 N CENTRAL AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-00532866,"May 04, 2013",2013,5,4500 N LAPORTE AVE,COYOTE
Nuisance Animals,13-00532939,"May 04, 2013",2013,5,200 W OHIO ST,COYOTE
Nuisance Animals,13-00534656,"May 05, 2013",2013,5,2400 W GRACE ST,coyote - Other - running up and down the street
Nuisance Animals,13-00534666,"May 05, 2013",2013,5,3800 N BELL AVE,coyote- eastbound on bell
Nuisance Animals,13-00537056,"May 06, 2013",2013,5,3300 N MILWAUKEE AVE,coyote in area - Other
Nuisance Animals,13-00540589,"May 06, 2013",2013,5,4700 N DOVER ST,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2-coyotes roaming the street around dover and lawrence -"
Nuisance Animals,13-00540841,"May 06, 2013",2013,5,2600 W POTOMAC AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the alley -"
Nuisance Animals,13-00540873,"May 06, 2013",2013,5,10600 S CLAREMONT AVE,coyote - Other - sighting of the animal running around
Nuisance Animals,13-00544082,"May 07, 2013",2013,5,4300 W 69TH ST,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE NEAR RAILROAD TRACKS"
Nuisance Animals,13-00547023,"May 07, 2013",2013,5,2400 W NORTH AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street towards the park"
Nuisance Animals,13-00547114,"May 07, 2013",2013,5,2000 W PRATT BLVD,COYOTE - Other - SPOTTED AT THE GOLF COURSE AT RIDGE AND PRATT AROUND 5:30AM.
Nuisance Animals,13-00547260,"May 07, 2013",2013,5,2300 W PRATT BLVD,"COYOTE CITED THIS AM - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ---"
Nuisance Animals,13-00547320,"May 07, 2013",2013,5,6900 N CLARK ST,coyote - Unvaccinated animal - sighting
Nuisance Animals,13-00550032,"May 08, 2013",2013,5,2400 W PRATT BLVD,4 coyotes sited - Other - the caller seen on 3 different occasions coyotes at warren park
Nuisance Animals,13-00553310,"May 08, 2013",2013,5,5700 W EASTWOOD AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around the street"
Nuisance Animals,13-00553570,"May 08, 2013",2013,5,2700 N CLYBOURN AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street and alley"
Nuisance Animals,13-00553579,"May 08, 2013",2013,5,2000 W GEORGE ST,COYOTE
Nuisance Animals,13-00553600,"May 08, 2013",2013,5,2700 N HOYNE AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - in area -- fox or coyote"
Nuisance Animals,13-00565096,"May 10, 2013",2013,5,4200 N CAMPBELL AVE,"coyote - Other - street/sidewalk, anywhere by the river"
Nuisance Animals,13-00565617,"May 10, 2013",2013,5,2400 W ADDISON ST,coyote
Nuisance Animals,13-00567302,"May 11, 2013",2013,5,2800 W NORTH SHORE AVE,coyote - Other - near  vacant lot
Nuisance Animals,13-00567389,"May 11, 2013",2013,5,4900 S ROCKWELL ST,coyote - Other - walking near park
Nuisance Animals,13-00574203,"May 13, 2013",2013,5,6300 N SHERIDAN RD,"coyote gray in color spotted at berger park - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote - coyote sighting"
Nuisance Animals,13-00574291,"May 13, 2013",2013,5,9000 S PRINCETON AVE,"coyote - Other - in alley, by railroad"
Nuisance Animals,13-00583505,"May 15, 2013",2013,5,6300 N SHERIDAN RD,coyote in area - Other
Nuisance Animals,13-00587279,"May 15, 2013",2013,5,2300 S LAKE SHORE DR,"grey coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-00591803,"May 16, 2013",2013,5,5900 N EAST CIRCLE AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE IN BACKYARD"
Nuisance Animals,13-00593602,"May 16, 2013",2013,5,7300 W RASCHER AVE,coyote - Other - street/sidewalk - street/sidewalk
Nuisance Animals,13-00593795,"May 17, 2013",2013,5,2600 S DR MARTIN LUTHER KING JR DR,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE IN AREA"
Nuisance Animals,13-00601550,"May 18, 2013",2013,5,2300 W GRACE ST,COYOTE
Nuisance Animals,13-00606092,"May 20, 2013",2013,5,5300 S NATOMA AVE,coyote in callers yard - Other
Nuisance Animals,13-00617869,"May 22, 2013",2013,5,800 W LAKESIDE PL,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - STREET"
Nuisance Animals,13-00636711,"May 25, 2013",2013,5,5100 N WESTERN AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - STREET"
Nuisance Animals,13-00640717,"May 27, 2013",2013,5,5200 W JACKSON BLVD,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - in yard"
Nuisance Animals,13-00640994,"May 27, 2013",2013,5,300 S CENTRAL AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-00648743,"May 29, 2013",2013,5,4300 N MELVINA AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street eastbound"
Nuisance Animals,13-00659564,"May 29, 2013",2013,5,2300 W BYRON ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-00659708,"May 29, 2013",2013,5,4600 N RAVENSWOOD AVE,coyote - Other - caller sighting of a coyote
Nuisance Animals,13-00679673,"Jun 02, 2013",2013,6,2300 W BYRON ST, - Unvaccinated animal - CALLER STATES 4 COYOTES GOING EAST
Nuisance Animals,13-00696402,"Jun 04, 2013",2013,6,5800 N NAPOLEON AVE,coyote siting in the area
Nuisance Animals,13-00697029,"Jun 05, 2013",2013,6,6000 N CALIFORNIA AVE,2 coyotes - Other - in park area
Nuisance Animals,13-00704843,"Jun 05, 2013",2013,6,6400 S STONY ISLAND AVE,coyote - Other - by the golf course
Nuisance Animals,13-00705062,"Jun 05, 2013",2013,6,9100 S RACINE AVE,coyote - Other - in brainerd park area
Nuisance Animals,13-00712829,"Jun 07, 2013",2013,6,7400 W ARDMORE AVE,coyote in area - Other
Nuisance Animals,13-00714156,"Jun 07, 2013",2013,6,2600 W BRADLEY PL,coyotes in area - Other
Nuisance Animals,13-00720696,"Jun 08, 2013",2013,6,6700 N CENTRAL AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-00730334,"Jun 10, 2013",2013,6,3900 N CLARK ST,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around the cemetery"
Nuisance Animals,13-00761186,"Jun 14, 2013",2013,6,2300 W BYRON ST,"OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE STREET - "
Nuisance Animals,13-00761236,"Jun 14, 2013",2013,6,1900 W BERENICE AVE,COYOTE IN ALLEY
Nuisance Animals,13-00771260,"Jun 17, 2013",2013,6,2400 W ADDISON ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - 1 coyote near lane tech school last night @ 9pm"
Nuisance Animals,13-00779991,"Jun 18, 2013",2013,6,2600 W ADDISON ST,COYOTE
Nuisance Animals,13-00780177,"Jun 18, 2013",2013,6,2400 S MICHIGAN AVE,COYOTE OR WOLF
Nuisance Animals,13-00787509,"Jun 19, 2013",2013,6,5800 N NEWARK AVE,coyote  on street
Nuisance Animals,13-00787832,"Jun 19, 2013",2013,6,2400 W LOGAN BLVD,coyote
Nuisance Animals,13-00795584,"Jun 20, 2013",2013,6,1300 S HEATH AVE,coyote - Other - coyote running near tracks
Nuisance Animals,13-00804094,"Jun 22, 2013",2013,6,2800 W ADDISON ST,coyote - Other - in the alley
Nuisance Animals,13-00804928,"Jun 22, 2013",2013,6,2300 W BELMONT AVE,coyote
Nuisance Animals,13-00835299,"Jun 26, 2013",2013,6,3100 N OAKLEY AVE,"COYOTE - Other - WAS ON THE FRONT LAWN EATING FROM A BAG ON THE GROUND, RAN OFF WHEN CALLER APPROACHED WITH HIS DOG."
Nuisance Animals,13-00892271,"Jul 08, 2013",2013,7,5800 N OCONTO AVE,coyote - Other - in park area
Nuisance Animals,13-00925705,"Jul 11, 2013",2013,7,4900 N NEWLAND AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-00925841,"Jul 12, 2013",2013,7,2800 S VERNON AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-00934925,"Jul 13, 2013",2013,7,2300 W MELROSE ST,coyote
Nuisance Animals,13-00935278,"Jul 14, 2013",2013,7,6700 W DAKIN ST,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE SIGHTNING AT DAKIN AND NORMANDY"
Nuisance Animals,13-00935318,"Jul 14, 2013",2013,7,6900 S DR MARTIN LUTHER KING JR DR,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE IN VICINITY AT "
Nuisance Animals,13-00963127,"Jul 16, 2013",2013,7,3600 N LEAVITT ST,coyote
Nuisance Animals,13-00981030,"Jul 18, 2013",2013,7,2700 W MONTROSE AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote in horner park - coyote in horner park near the walking trail"
Nuisance Animals,13-00982281,"Jul 19, 2013",2013,7,2400 W ADDISON ST,coyotes in area - Other
Nuisance Animals,13-00988565,"Jul 19, 2013",2013,7,4400 N MAPLEWOOD AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-00991990,"Jul 20, 2013",2013,7,2300 W BELMONT AVE,coyote - Other - running
Nuisance Animals,13-00994666,"Jul 21, 2013",2013,7,3000 N HOYNE AVE,COYOTE
Nuisance Animals,13-01012312,"Jul 24, 2013",2013,7,5300 S PRINCETON AVE,coyote in area - Other
Nuisance Animals,13-01019901,"Jul 24, 2013",2013,7,3900 W ADDISON ST,coyote - Other - running near cemetary
Nuisance Animals,13-01020068,"Jul 24, 2013",2013,7,3300 S DR MARTIN LUTHER KING JR DR,COYOTE-
Nuisance Animals,13-01028035,"Jul 25, 2013",2013,7,2000 W AINSLIE ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote westbound on ainslie"
Nuisance Animals,13-01046337,"Jul 29, 2013",2013,7,10000 S COMMERCIAL AVE,"COYOT - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2 COYOTES -- ADULTS"
Nuisance Animals,13-01047055,"Jul 29, 2013",2013,7,1900 W GRACE ST,"OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE STREET - "
Nuisance Animals,13-01047076,"Jul 29, 2013",2013,7,1700 W GRACE ST,"OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE ROAMING THE STREET"
Nuisance Animals,13-01047391,"Jul 29, 2013",2013,7,5200 N MARMORA AVE,OTHER - Other - COYOTE RUNNING DOWN THE STREET
Nuisance Animals,13-01072774,"Aug 01, 2013",2013,8,3900 N CLAREMONT AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-01082779,"Aug 03, 2013",2013,8,1700 W BERTEAU AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming  the street"
Nuisance Animals,13-01083868,"Aug 04, 2013",2013,8,6800 S PRAIRIE AVE,COYOTE - Other - COYOTE KILLING CATS IN THE NEIGHBORHOOD
Nuisance Animals,13-01111029,"Aug 07, 2013",2013,8,500 S CENTRAL AVE,pack coyotes in ---  golf course
Nuisance Animals,13-01118276,"Aug 08, 2013",2013,8,200 W ROOT ST,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - stree now"
Nuisance Animals,13-01118860,"Aug 08, 2013",2013,8,5700 N NOTTINGHAM AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - STREET--  NB"
Nuisance Animals,13-01123375,"Aug 09, 2013",2013,8,1600 W BERTEAU AVE,coyote in area - Other
Nuisance Animals,13-01148200,"Aug 13, 2013",2013,8,3200 N PARIS AVE,"OTHER/COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - 4-COYOTES ROAMING THE STREET HEADED TOWARDS THE FOREST PRESERVE"
Nuisance Animals,13-01148203,"Aug 13, 2013",2013,8,2400 N IB KENNEDY EXPY,"coyote on expressway -- sb --- - coyote - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,13-01148470,"Aug 13, 2013",2013,8,6200 N SHERIDAN RD,COYOTE - Unvaccinated animal - CALLER STATES COYOTE NEAR BERGER PARK.
Nuisance Animals,13-01164670,"Aug 15, 2013",2013,8,3900 N PINE GROVE AVE,COYOTE  IN THE AREA
Nuisance Animals,13-01173926,"Aug 17, 2013",2013,8,5400 S SAYRE AVE,coyote
Nuisance Animals,13-01192824,"Aug 20, 2013",2013,8,2100 W CORNELIA AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-01192894,"Aug 20, 2013",2013,8,1900 W SUNNYSIDE AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - NOW"
Nuisance Animals,13-01197991,"Aug 21, 2013",2013,8,3700 N RUTHERFORD AVE,coyote in backyard - Other
Nuisance Animals,13-01200539,"Aug 21, 2013",2013,8,600 W BARRY AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - RUNNING DOWN THE STREET YOUNG - RUNNING DOWN THE STREET YOUNG COYOTE "
Nuisance Animals,13-01202816,"Aug 22, 2013",2013,8,3700 N RUTHERFORD AVE,***coyote in backyard behind the corner of the shed- has been there for 1 week hasnt left - Other - coyote hasnt left- was there a week ago- they made noise and scared it off- now its back and wont leave even after making noise/etc
Nuisance Animals,13-01207753,"Aug 22, 2013",2013,8,1400 W FOSTER AVE,coyote - Other - chasing rabbits
Nuisance Animals,13-01244052,"Aug 28, 2013",2013,8,2100 W BRADLEY PL,coyote - Other - running around in the neighborhood
Nuisance Animals,13-01244179,"Aug 28, 2013",2013,8,3900 N KOSTNER AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote headed west on byron"
Nuisance Animals,13-01244300,"Aug 28, 2013",2013,8,7400 N CLAREMONT AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - no pet"
Nuisance Animals,13-01263999,"Aug 31, 2013",2013,8,3500 N ROCKWELL ST,coyote-
Nuisance Animals,13-01266727,"Sep 01, 2013",2013,9,4800 N NORDICA AVE,COYOTE
Nuisance Animals,13-01271727,"Sep 03, 2013",2013,9,400 N JEFFERSON ST,coyote sited - Other
Nuisance Animals,13-01279527,"Sep 03, 2013",2013,9,2400 W BRADLEY PL,Coyotes are protected by wildlife codes/laws. CACC has no legal authority to impound based upon this SR. Caller advised of same.
Nuisance Animals,13-01288979,"Sep 04, 2013",2013,9,1500 N CLYBOURN AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE"
Nuisance Animals,13-01304054,"Sep 06, 2013",2013,9,500 W BLACKHAWK ST,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-01304118,"Sep 06, 2013",2013,9,5900 N OTTAWA AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - following citz was"
Nuisance Animals,13-01317736,"Sep 09, 2013",2013,9,2000 W ARGYLE ST,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - NOW"
Nuisance Animals,13-01317764,"Sep 09, 2013",2013,9,1600 W AINSLIE ST,COYOTE
Nuisance Animals,13-01326890,"Sep 10, 2013",2013,9,2500 S MICHIGAN AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote near mercy hospital headed east bound on 26th st"
Nuisance Animals,13-01335388,"Sep 11, 2013",2013,9,6500 S STATE ST,Other - COYOTE SIGHTED NEAR THE CITY GAS REFUELING STATION... - Other
Nuisance Animals,13-01350941,"Sep 13, 2013",2013,9,5700 N OCTAVIA AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - STREET"
Nuisance Animals,13-01352996,"Sep 14, 2013",2013,9,6800 N HARLEM AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming the street"
Nuisance Animals,13-01353711,"Sep 14, 2013",2013,9,5000 N PAULINA ST,E/W ON WINNEMAC... - COYOTE SIGHTED IN THE AREA ON WINNEMAC. - Other
Nuisance Animals,13-01357861,"Sep 16, 2013",2013,9,3800 S ST LOUIS AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE NEAR RAILROAD TRACKS-NEAR AN ELEMENTARY SCHOOL"
Nuisance Animals,13-01372855,"Sep 17, 2013",2013,9,2500 W MORSE AVE,coyote in alley
Nuisance Animals,13-01390528,"Sep 19, 2013",2013,9,5700 W HIGGINS AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE"
Nuisance Animals,13-01398380,"Sep 20, 2013",2013,9,5700 N OSCEOLA AVE,"other/coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - coyote roaming around backyard -"
Nuisance Animals,13-01398449,"Sep 20, 2013",2013,9,5700 N OSCEOLA AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - street"
Nuisance Animals,13-01398679,"Sep 20, 2013",2013,9,1600 N CLYBOURN AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - STREET"
Nuisance Animals,13-01411653,"Sep 23, 2013",2013,9,6300 N SHERIDAN RD,2 coyotes - Other - loyola park area  grass area
Nuisance Animals,13-01411936,"Sep 24, 2013",2013,9,5500 N HARLEM AVE,coyote - Other - oriole  park area
Nuisance Animals,13-01412845,"Sep 24, 2013",2013,9,7700 S KEDZIE AVE,coyotes in area - Other
Nuisance Animals,13-01413665,"Sep 24, 2013",2013,9,7100 W SCHREIBER AVE,"COYOTE - Non Pet Animals Owned (goats, chickens, pigs, etc) - COYOTE RUNNING IN AREA"
Nuisance Animals,13-01419378,"Sep 25, 2013",2013,9,300 S AUSTIN BLVD,coyote - Other - columbus park  chasing  bunny's
Nuisance Animals,13-01434596,"Sep 26, 2013",2013,9,3800 W GRACE ST,COYOTE
Nuisance Animals,13-01434601,"Sep 26, 2013",2013,9,3000 W ADDISON ST,COYOTE IN AREA
Nuisance Animals,13-01434670,"Sep 26, 2013",2013,9,1700 W BERTEAU AVE,COYOTES
Nuisance Animals,13-01434817,"Sep 27, 2013",2013,9,9200 S VINCENNES AVE,caller thinks she sees 2 coyotes running on the rr tracks - coyotes - Other
Nuisance Animals,13-01443681,"Sep 28, 2013",2013,9,6800 W THORNDALE AVE,"coyote - Non Pet Animals Owned (goats, chickens, pigs, etc) - running up and down the street"
Nuisance Animals,13-01443738,"Sep 28, 2013",2013,9,5100 W AGATITE AVE,Other - OTHER - Unvaccinated animal - COYOTE SIGHTED IN THE ALLEY...
Nuisance Animals,13-01445460,"Sep 29, 2013",2013,9,2000 W BYRON ST,2 coyotes sighted - Other - 2 coyotes roaming area
Nuisance Animals,13-01445504,"Sep 29, 2013",2013,9,4300 N LEAVITT ST,2 coyotes - Other - 2 coyotes seen in the area
Nuisance Animals,13-01445505,"Sep 29, 2013",2013,9,2300 W SUNNYSIDE AVE,"WELLES PARK, - COYOTES - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2 COYOTES RUNNING ACROSS THE BASEBALL FIELD DIAMOND"
Nuisance Animals,13-01449358,"Sep 30, 2013",2013,9,6700 W DEVON AVE,the caller said that there is a coyote in the school play ground - coyote - Other
Nuisance Animals,13-01454598,"Sep 30, 2013",2013,9,4400 N NB OUTER LAKE SHORE DR,"2 coyotes - Non Pet Animals Owned (goats, chickens, pigs, etc)"
