,,,,,,
Animal In Trap,11-02161612,"May 26, 2011",2011,5,3700 N TROY ST,Opossum - Backyard
Animal In Trap,11-02267791,"May 29, 2011",2011,5,1900 W CULLERTON ST,Opossum - Backyard - Y
Animal In Trap,11-02616598,"Jun 07, 2011",2011,6,7800 S DOBSON AVE,Opossum - Other FRONT YARD UNDER PORCH
Animal In Trap,11-02707490,"Jun 09, 2011",2011,6,6400 S KENWOOD AVE,Opossum - Backyard - in caller's personal trap
Animal In Trap,11-02799894,"Jun 11, 2011",2011,6,9400 S JUSTINE ST,Opossum - Backyard all this activity has an bad odor under caller's window. for 3 days caller does not understand why no one has come out yet.
Animal In Trap,11-02989116,"Jun 16, 2011",2011,6,4500 N KIMBALL AVE,Opossum - Backyard
Animal In Trap,11-03211656,"Jun 21, 2011",2011,6,2700 N MOODY AVE,Opossum - Backyard
Animal In Trap,11-03243806,"Jun 24, 2011",2011,6,4500 N AVERS AVE,Opossum - Porch
Animal In Trap,11-03247140,"Jun 26, 2011",2011,6,6500 S KOMENSKY AVE,Opossum - Backyard  (INSIDE OF A BUCKET)
Animal In Trap,11-03282424,"Jun 30, 2011",2011,6,5200 S ARTESIAN AVE,Opossum - Inside the House in basement
Animal In Trap,11-03283785,"Jul 01, 2011",2011,7,5200 W HARRISON ST,Opossum - Other - inside business warehouse
Animal In Trap,11-03287250,"Jul 01, 2011",2011,7,3100 N OCTAVIA AVE,Opossum - ANIMAL STUCK INSIDE GARBAGE CART BEHIND THIS ADDRESS
Animal In Trap,11-03311229,"Jul 06, 2011",2011,7,4400 S HOMAN AVE,Opossum - Backyard
Animal In Trap,11-03382084,"Jul 15, 2011",2011,7,5100 W BLOOMINGDALE AVE,Opossum -between gangway and Backyard
Animal In Trap,11-03384274,"Jul 15, 2011",2011,7,0 S LA SALLE ST,Opossum - Other-inside card board box on front city side walk monre street side of the bank.
Animal In Trap,11-03389434,"Jul 16, 2011",2011,7,7100 S CORNELL AVE,Opossum - Other - IN FRONT YARD IN BOX
Animal In Trap,11-03412458,"Jul 20, 2011",2011,7,2500 W 46TH PL,Opossum - Porch
Animal In Trap,11-03439990,"Jul 22, 2011",2011,7,8000 S BLACKSTONE AVE,Opossum - Backyard - caller has his own trap and wants you to leave it upon arrival.. he has other opossum to catch
Animal In Trap,11-03492828,"Jul 29, 2011",2011,7,1600 W OLIVE AVE,PER CALLER  HAVE AC CALL FIRST-IF THEY TELL HER HOW TO DISPOSE OF SHE CAN DO IT HERSELF-Opossum - Backyard - CALLER HAS HIME TRAPPED IN A GARBAGE CART-
Animal In Trap,11-03508784,"Aug 01, 2011",2011,8,11100 S AVENUE G ,Opossum - Porch - front porch - it climbed inside ate the parakeet and is now stuck in the cage - cage is hanging above front porch from the tree
Animal In Trap,11-03517419,"Aug 02, 2011",2011,8,3900 W 49TH ST,Opossum - Backyard
Animal In Trap,11-03544568,"Aug 06, 2011",2011,8,10600 S PRAIRIE AVE,Opossum - Other - in the alley 3 small ones in the cage
Animal In Trap,11-03545659,"Aug 07, 2011",2011,8,10600 S INDIANA AVE,Opossum - Backyard.SOMEONE LEFT TWO OPOSSUM'S IN CAGE BY GARBAGE CARTS.
Animal In Trap,11-03593098,"Aug 15, 2011",2011,8,3600 S LAKE PARK AVE,Raccoon - Opossum - Backyard//////////cancel request
Animal In Trap,11-03616648,"Aug 18, 2011",2011,8,1900 S MILLER ST,Opossum - Other--in alley in a box
Animal In Trap,11-03616979,"Aug 18, 2011",2011,8,2600 E 92ND ST,Opossum - Backyard
Animal In Trap,11-03664534,"Aug 25, 2011",2011,8,6900 S MORGAN ST,carpenter morgan alley  - Opossum - Backyard
Animal In Trap,11-03671033,"Aug 26, 2011",2011,8,7600 S LANGLEY AVE,OPUSSUM - IN SUITCASE IN REAR YARD - Opossum
Animal In Trap,11-03672040,"Aug 26, 2011",2011,8,9000 S EAST END AVE,Opossum INSIDE CALLER GARBAGE CART IN ALLEY
Animal In Trap,11-03695302,"Aug 30, 2011",2011,8,5800 S MICHIGAN AVE,Opossum - Side of House inside crate
Animal In Trap,11-03700802,"Aug 31, 2011",2011,8,6000 W MELROSE ST,Opossum - Other..the opossum is trapped in the garbage cart in the alley it is in the one closed to the gate
Animal In Trap,11-03711641,"Sep 02, 2011",2011,9,5000 N NORMANDY AVE,Opossum - Backyard
Animal In Trap,11-03718746,"Sep 03, 2011",2011,9,9900 S PROSPECT AVE,Opossum - Other babies in a box in the driveway
Animal In Trap,11-03746701,"Sep 08, 2011",2011,9,4500 N CHRISTIANA AVE,Opossum - Backyard
Animal In Trap,11-03762181,"Sep 10, 2011",2011,9,4900 S CALUMET AVE,Opossum - Backyard - CALLER NOT SURE WHAT KIND OF ANIMAL IT IS
Animal In Trap,11-03793256,"Sep 15, 2011",2011,9,600 W CHICAGO AVE,Opossum - Other/inside Restaurant Business -[caller states that opossum went into restaurant-employee captured and placed into a bag -now restaurant is requesting for ACC to pickup]
Animal In Trap,11-03800795,"Sep 16, 2011",2011,9,0 E 99TH PL,"Opossum - Inside the House

note:caller reports that there are large raccoons and opposums in the garage/garage is attatched to the house"
Animal In Trap,11-03804222,"Sep 18, 2011",2011,9,3800 N CHRISTIANA AVE,Opossum - Porch front
Animal In Trap,11-03811387,"Sep 19, 2011",2011,9,3900 N NORDICA AVE,Opossum--  private trap - Opossum - Backyard
Animal In Trap,11-03841879,"Sep 24, 2011",2011,9,7000 N OLCOTT AVE,Opossum - Other - garage
Animal In Trap,11-03862369,"Sep 28, 2011",2011,9,900 W 18TH PL,Opossum - Backyard - DOG IN YARD PLS CONTACT BEFORE COMING OUT
Animal In Trap,11-03867002,"Sep 28, 2011",2011,9,2200 W ADAMS ST,Raccoon or Opossum - Other - Trap dumped in the curblane animal trying to lift top of cage - per cllr no one knows who placed it there
Animal In Trap,11-03883814,"Oct 01, 2011",2011,10,4700 N TROY ST,Opossum - Backyard
Animal In Trap,11-03922333,"Oct 08, 2011",2011,10,4800 N AUSTIN AVE,Opossum - Other in front of funeral home right across from this address.
Animal In Trap,11-03947407,"Oct 13, 2011",2011,10,9000 S CORNELL AVE,the animal is dying on the street - Opossum - Other
Animal In Trap,11-03975445,"Oct 18, 2011",2011,10,1800 S MAY ST,Opossum - Inside the House IN THE BASEMENT...CALL WHEN ARRIVE AT 
Animal In Trap,11-03985277,"Oct 20, 2011",2011,10,6800 S HONORE ST,Opossum INSIDE GARBAGE CART IN ALLEY
Animal In Trap,11-03990474,"Oct 21, 2011",2011,10,500 E 90TH ST,Opossum - Inside the House
Animal In Trap,11-03991762,"Oct 21, 2011",2011,10,500 E 90TH ST,Opossum - Other--basement
Animal In Trap,11-04098820,"Nov 10, 2011",2011,11,4300 S COTTAGE GROVE AVE,Opossum - Other  - inside the metal garbage cart  on sidewalk
Animal In Trap,11-04170519,"Nov 26, 2011",2011,11,1500 E 74TH ST,Opossum - Backyard - OPOSSUM IS TRAPPED INSIDE A GARBAGE CAN
Animal In Trap,11-04181899,"Nov 29, 2011",2011,11,6000 N CHRISTIANA AVE,Opossum - Other- CALLER STATES THE ANIMAL IS TRAPPED INSIDE THE GARBAGE CART IN THE ALLEY
Animal In Trap,11-04205806,"Dec 04, 2011",2011,12,4200 N RICHMOND ST,Opossum - Backyard
Animal In Trap,11-04298494,"Dec 26, 2011",2011,12,4900 S LAMON AVE,Opossum - Porch
Animal In Trap,11-04315632,"Dec 30, 2011",2011,12,400 W TREMONT ST,Opossum - Inside the House
Animal In Trap,11-04316631,"Dec 30, 2011",2011,12,10500 S AVENUE M ,Opossum - Inside the House
Animal In Trap,12-00025017,"Jan 06, 2012",2012,1,4300 S LANGLEY AVE,Opossum - Other--back steps in rear
Animal In Trap,12-00054116,"Jan 12, 2012",2012,1,2700 S HILLOCK AVE,Opossum - Backyard - caller was trying to catch his cat
Animal In Trap,12-00147538,"Feb 02, 2012",2012,2,1700 W 19TH ST,Opossum - caller states that the contractors have caught 2 opossums in a cage and they have put the cage inside a private dumpster in front of the location
Animal In Trap,12-00229397,"Feb 18, 2012",2012,2,2200 E 70TH PL,Opossum - Backyard
Animal In Trap,12-00586936,"Mar 09, 2012",2012,3,7800 S EAST END AVE,Opossum - Backyard
Animal In Trap,12-00698531,"Mar 30, 2012",2012,3,3300 W DOUGLAS BLVD,Opossum - Inside the House
Animal In Trap,12-00698605,"Mar 30, 2012",2012,3,3300 W DOUGLAS BLVD,Opossum - Inside the House
Animal In Trap,12-00700296,"Apr 01, 2012",2012,4,7100 S MORGAN ST,THE TRAP IS IN THE BACK YARD BY THE STEPS AND HE WOULD LIKE ANOTHER TRAP TO TRY AND CATCH THE RACCOON - Opossum - Backyard     THEY WILL TRY TO HAVE SOMEONE THERE
Animal In Trap,12-00766978,"Apr 16, 2012",2012,4,5200 S WENTWORTH AVE,Opossum - Other - rear of the building of police motor maintenance garage
Animal In Trap,12-00789350,"Apr 19, 2012",2012,4,6700 S BENNETT AVE,Opossum - Backyard
Animal In Trap,12-00799388,"Apr 21, 2012",2012,4,6300 S LOCKWOOD AVE,Opossum - Other - IN THE FRONT YARD OF THE ADDRESS
Animal In Trap,12-00833231,"Apr 29, 2012",2012,4,4500 W ALTGELD ST,Opossum - Backyard
Animal In Trap,12-00864789,"May 04, 2012",2012,5,3800 N SACRAMENTO AVE,Opossum - Other
Animal In Trap,12-00968102,"May 23, 2012",2012,5,4900 W MONROE ST,Opossum - Other - IN THE FRONT YARD IN A PLANTER
Animal In Trap,12-00977369,"May 25, 2012",2012,5,11200 S HALSTED ST,Opossum - Backyard
Animal In Trap,12-00990595,"May 29, 2012",2012,5,5700 S NASHVILLE AVE,Opossum - Backyard - caller was able to trap the animal inside a bucket
Animal In Trap,12-01016086,"Jun 02, 2012",2012,6,5400 W HADDON AVE,Opossum - Other - in trash cart
Animal In Trap,12-01028775,"Jun 05, 2012",2012,6,11200 S ST LAWRENCE AVE,Opossum - Backyard-INSIDE A CLOSED OFF BUCKET
Animal In Trap,12-01029495,"Jun 05, 2012",2012,6,8000 S BENNETT AVE,trapped in city garbage cart .. cart in callers yard - Opossum - Backyard
Animal In Trap,12-01195520,"Jul 03, 2012",2012,7,6100 W 63RD PL,Opossum - Backyard
Animal In Trap,12-01252733,"Jul 13, 2012",2012,7,8000 S COTTAGE GROVE AVE,"Opossum - Porch is inbetween the door of the buisness, steel gate and door"
Animal In Trap,12-01258600,"Jul 14, 2012",2012,7,5700 S MCVICKER AVE,Opossum - Backyard
Animal In Trap,12-01262297,"Jul 16, 2012",2012,7,9700 S INDIANA AVE,Opossum - Side of House
Animal In Trap,12-01283463,"Jul 18, 2012",2012,7,10900 S HARDING AVE,Opossum - Other - in garbage can that is in homeowners garage.
Animal In Trap,12-01283854,"Jul 18, 2012",2012,7,6100 S LANGLEY AVE,Opossum - Backyard
Animal In Trap,12-01301167,"Jul 20, 2012",2012,7,500 E 104TH PL,Opossum - Backyard..CALLER STATES THE OPOSSUM IS TRAPPED IN THE GARABAGE CART
Animal In Trap,12-01303741,"Jul 21, 2012",2012,7,3200 W ADDISON ST,Opossum - Other  inside store auto parts store
Animal In Trap,12-01305951,"Jul 22, 2012",2012,7,8900 S MORGAN ST,Opossum - Backyard
Animal In Trap,12-01311091,"Jul 23, 2012",2012,7,10800 S BUFFALO AVE,Opossum - Backyard
Animal In Trap,12-01334811,"Jul 25, 2012",2012,7,7700 S EGGLESTON AVE,Opossum - Side of House
Animal In Trap,12-01354661,"Jul 28, 2012",2012,7,1300 E 71ST PL,Opossum - Backyard...please call before coming at 
Animal In Trap,12-01356095,"Jul 28, 2012",2012,7,1300 E 71ST PL,Opossum - Backyard
Animal In Trap,12-01357365,"Jul 29, 2012",2012,7,1300 E 71ST PL,Opossum - Backyard
Animal In Trap,12-01367408,"Jul 31, 2012",2012,7,11200 S ST LAWRENCE AVE,Opossum - Backyard
Animal In Trap,12-01373692,"Aug 01, 2012",2012,8,4800 S LEAMINGTON AVE,Opossum - Backyard
Animal In Trap,12-01394327,"Aug 04, 2012",2012,8,11500 S PRAIRIE AVE,Opossum - Backyard
Animal In Trap,12-01425149,"Aug 09, 2012",2012,8,3400 W 85TH ST,Opossum - Backyard on Patio
Animal In Trap,12-01437845,"Aug 11, 2012",2012,8,8200 S TALMAN AVE,Opossum - Backyard
Animal In Trap,12-01479284,"Aug 20, 2012",2012,8,6400 S EVANS AVE,Opossum - Other vacant lot at 
Animal In Trap,12-01552656,"Sep 01, 2012",2012,9,7600 W FOREST PRESERVE AVE,2 opossums stuck in cart -- no lid on cart . they cannot get out - Opossum - Opossum - Other
Animal In Trap,12-01553039,"Sep 01, 2012",2012,9,3700 W 60TH PL,Opossum - Other IN GARAGE IN A TRAP
Animal In Trap,12-01563146,"Sep 04, 2012",2012,9,5700 S RICHMOND ST,Opossum - Backyard TRAP IN A RAT TRAP  IN SOME BUSHES.
Animal In Trap,12-01563485,"Sep 04, 2012",2012,9,5700 S RICHMOND ST,this should be a duplicate 12-01563146    he set rat traps and caught a opossum  needs ACC to pick up trapped animal   in back yard  wife gets home arounf 1pm   husband around 6pm - Opossum - Backyard  why does this not show up as a duplicate
Animal In Trap,12-01608262,"Sep 13, 2012",2012,9,5900 N ODELL AVE,Opossum - Backyard- CALLER STATES HE SAW 2 BABY OPOSSUM ALIVE INSIDE A DUMPSTER
Animal In Trap,12-01611800,"Sep 13, 2012",2012,9,11800 S SANGAMON ST,Opossum - Other - front yard - there are 3 opossums in a trash can in  the front yard - the caller has placed a crate over the lid of the can
Animal In Trap,12-01630490,"Sep 18, 2012",2012,9,4900 N NATCHEZ AVE,"Opossum - Side of House ( IN FRONT OF GARAGE); BABY POSSUM.
REQUESTING ACC TO COME OUT ASAP!"
Animal In Trap,12-01640412,"Sep 19, 2012",2012,9,4200 W 82ND PL,"Has a possum in the yard, but it only comes at night. - Opossum - Backyard"
Animal In Trap,12-01649931,"Sep 20, 2012",2012,9,4800 S LECLAIRE AVE,Opossum - Backyard concrete port in backyard
Animal In Trap,12-01650033,"Sep 21, 2012",2012,9,4800 S LECLAIRE AVE,cancel  opossum no longer in trap .. ref#12-01649931 cancel please
Animal In Trap,12-01672124,"Sep 26, 2012",2012,9,800 E 49TH ST,Opossum - Other - the animal is confined in the small trash can in the alley behind the building
Animal In Trap,12-01683851,"Sep 28, 2012",2012,9,11100 S STATE LINE RD,"Opossum - Backyard, animal has been trapped"
Animal In Trap,12-01702392,"Oct 02, 2012",2012,10,10900 S FAIRFIELD AVE,Opossum - Other  southside of front deck
Animal In Trap,12-01708952,"Oct 04, 2012",2012,10,1300 N MAYFIELD AVE,"Opossum - Backyard, TRAPPED INSIDE OF  CAN, GATE LOCKED,RING DOORBELL AT , NEIGHBOR  HAS KEY"
Animal In Trap,12-01724685,"Oct 09, 2012",2012,10,200 E 89TH PL,Opossum - Side of House
Animal In Trap,12-01765367,"Oct 17, 2012",2012,10,3500 E 106TH ST,Opossum - Inside the House- the animal is trapped inside the house in the basement they are not sure how it got in
Animal In Trap,12-01765461,"Oct 17, 2012",2012,10,10500 S HAMLIN AVE,Opossum - Backyard - OPOSSUM IS INSIDE THE GARBAGE CAN
Animal In Trap,12-01789570,"Oct 20, 2012",2012,10,5000 N WOLCOTT AVE,Opossum - Other - INSIDE DUMPSTER - PLS CALL FOR ENTRY - DUMPSTERS INSIDE THE YARD
Animal In Trap,12-01811414,"Oct 25, 2012",2012,10,7600 S NORMAL AVE,Opossum - Other
Animal In Trap,12-01820201,"Oct 27, 2012",2012,10,2500 W EASTWOOD AVE,Opossum - Backyard
Animal In Trap,12-01820373,"Oct 27, 2012",2012,10,12500 S EMERALD AVE,Opossum - Other- ANIMAL IS INSIDE THE GARBAGE CART ALIVE
Animal In Trap,12-01826388,"Oct 29, 2012",2012,10,9800 S MARYLAND AVE,Opossum - Backyard
Animal In Trap,12-01875492,"Nov 09, 2012",2012,11,0 W MARQUETTE RD,Opossum - Backyard INSIDE A WHITE BOX
Animal In Trap,12-01905762,"Nov 17, 2012",2012,11,12400 S NORMAL AVE,Opossum - Backyard
Animal In Trap,12-01962921,"Dec 04, 2012",2012,12,4000 E 134TH ST,Opossum - 
Animal In Trap,12-01995208,"Dec 13, 2012",2012,12,1500 W 104TH ST,Opossum - Backyard
Animal In Trap,12-02006233,"Dec 16, 2012",2012,12,1300 W 73RD PL,Opossum - Backyard
Animal In Trap,12-02029728,"Dec 22, 2012",2012,12,6200 S EVANS AVE,Opossum - Backyard - Porch
Animal In Trap,13-00019225,"Jan 05, 2013",2013,1,5000 W ARGYLE ST,Opossum - Backyard--PLEASE CALL BEFORE GOING
Animal In Trap,13-00019871,"Jan 05, 2013",2013,1,5000 W ARGYLE ST,Opossum..... - Backyard along the fence...caller states someone from acc called her but she missed the call...caller states she still need the opossum picked up and this is her trap.caller states she didn't know to put her identification on the trap to after she caught the opossum..caller states for the city to pick up the animal and leave her trap..caller states she is in the emergency room
Animal In Trap,13-00019910,"Jan 05, 2013",2013,1,5000 W ARGYLE ST,Opossum - Backyard
Animal In Trap,13-00148636,"Feb 07, 2013",2013,2,4300 N MOBILE AVE,Opossum - Backyard
Animal In Trap,13-00158191,"Feb 10, 2013",2013,2,300 E GARFIELD BLVD,Opossum - Side of House side of business. Citgo gas station on 55th and King drive
Animal In Trap,13-00172001,"Feb 13, 2013",2013,2,2800 N NEW ENGLAND AVE,Opossum - Backyard
Animal In Trap,13-00184883,"Feb 17, 2013",2013,2,2800 N NEWLAND AVE,Opossum - Backyard (((( no locks on gate / please just go in))))
Animal In Trap,13-00263121,"Mar 08, 2013",2013,3,500 W CULLERTON ST,Opossum - Backyard/ caller has it trapped under back stairs
Animal In Trap,13-00283220,"Mar 13, 2013",2013,3,10100 S EBERHART AVE,Opossum - Backyard
Animal In Trap,13-00288591,"Mar 14, 2013",2013,3,8400 S DR MARTIN LUTHER KING JR DR,Opossum - Backyard
Animal In Trap,13-00498387,"Apr 27, 2013",2013,4,4600 S WALLACE ST,Opossum - Backyard on the back porch
Animal In Trap,13-00533550,"May 05, 2013",2013,5,700 E 40TH ST,Opossum - Backyard - please call upon arrival
Animal In Trap,13-00600247,"May 18, 2013",2013,5,3600 N NEWCASTLE AVE,7 baby Opossums - Backyard - has them in a box
Animal In Trap,13-00603139,"May 19, 2013",2013,5,500 E 91ST PL,Opossum - Backyard
Animal In Trap,13-00678359,"Jun 02, 2013",2013,6,7800 W THORNDALE AVE,Opossum - Backyard
Animal In Trap,13-00679493,"Jun 02, 2013",2013,6,7800 W THORNDALE AVE,Opossum - Porch
Animal In Trap,13-00682229,"Jun 03, 2013",2013,6,7800 W THORNDALE AVE,Opossum - LOCATED AT FRONT YARD
Animal In Trap,13-00688370,"Jun 04, 2013",2013,6,3400 S WOOD ST,Opossum - Backyard     caller has trapped a  opossum inside a  55gal  bucket  ..
Animal In Trap,13-00712298,"Jun 07, 2013",2013,6,800 N LAVERGNE AVE,Opossum - Inside the House - 
Animal In Trap,13-00725581,"Jun 10, 2013",2013,6,12600 S PRINCETON AVE,possum in the house
Animal In Trap,13-00753184,"Jun 13, 2013",2013,6,8700 S WABASH AVE,Opossum - Backyard...babay opossum in the garbage cart
Animal In Trap,13-00764217,"Jun 16, 2013",2013,6,4100 N WHIPPLE ST,Opossum - Backyard
Animal In Trap,13-00852764,"Jun 29, 2013",2013,6,7800 S PAXTON AVE,"Opossum - Backyard, TRAPPED IN TOY BOX"
Animal In Trap,13-00853390,"Jun 29, 2013",2013,6,4700 N LAPORTE AVE,Opossum  (2-baby) - Backyard - 
Animal In Trap,13-00854379,"Jun 30, 2013",2013,6,5200 W 55TH ST,Opossum - Backyard
Animal In Trap,13-00867741,"Jul 02, 2013",2013,7,5400 S NEW ENGLAND AVE,Opossum - Backyard - opossum got into like large can .. but it cant get out.. pls take away - 
Animal In Trap,13-00887403,"Jul 05, 2013",2013,7,3000 N MONTICELLO AVE,Opossum - Backyard
Animal In Trap,13-00927598,"Jul 12, 2013",2013,7,5700 N BERNARD ST,"Opossum - Backyard, trap belongs to caller"
Animal In Trap,13-01095941,"Aug 06, 2013",2013,8,10800 S EWING AVE,Opossum - Backyard----by the garage
Animal In Trap,13-01106683,"Aug 07, 2013",2013,8,4500 S WESTERN AVE,"Opossum - Other IN A BOX INSIDE COMPLETE AUTO SERVICES....SHOP HOURS 8AM-6PM MONDAY THRU FRIDAY, AND SATURDAYS FROM 8AM-4PM."
Animal In Trap,13-01107357,"Aug 07, 2013",2013,8,1100 N MENARD AVE,Opossum - Inside the House
Animal In Trap,13-01138848,"Aug 12, 2013",2013,8,7100 N OTTAWA AVE,Opossum - Side of House
Animal In Trap,13-01147270,"Aug 13, 2013",2013,8,7100 N OTTAWA AVE,Opossum - Side of House
Animal In Trap,13-01172678,"Aug 17, 2013",2013,8,900 N LONG AVE,Opossum - Other- INSIDE A GARBAGE CART IN THE FRONT YARD
Animal In Trap,13-01211608,"Aug 23, 2013",2013,8,6500 S OAKLEY AVE,Opossum - Backyard/// CAN' T TAKE TRAP
Animal In Trap,13-01232610,"Aug 27, 2013",2013,8,13000 S DR MARTIN LUTHER KING JR DR,in a crate with a brick over it on the front  yard - Opossum - Other
Animal In Trap,13-01238244,"Aug 28, 2013",2013,8,6500 S OAKLEY AVE,Opossum - Backyard
Animal In Trap,13-01259835,"Aug 31, 2013",2013,8,9200 S WOODLAWN AVE,Opossum - Backyard
Animal In Trap,13-01268165,"Sep 02, 2013",2013,9,1800 W CULLERTON ST,2 OpossumS IN GRAY TRASH CAN - Backyard NEAR BASEMENT
Animal In Trap,13-01286441,"Sep 04, 2013",2013,9,1800 E 72ND ST,Opossum INSIDE A PRIVATE DUMPSTER GREEN IN ALLEY - Other -
Animal In Trap,13-01297813,"Sep 06, 2013",2013,9,5700 W CORNELIA AVE,Opossum -UNDER THE PORCH
Animal In Trap,13-01304603,"Sep 07, 2013",2013,9,3500 S ROCKWELL ST,Backyard - Opossum
