,,,,,,
Injured Animal,11-01900953,"May 19, 2011",2011,5,11600 S LONGWOOD DR,"Vacant lot/Parking lot - fox - appears sick, sitting under the red Mercy Home van in the parking lot."
Injured Animal,11-02130446,"May 25, 2011",2011,5,200 E 32ND ST,Front yard BY THE BUSHES OF THIS SENIOR COMPLEX- FOX - LEG INJURY
Injured Animal,11-02141924,"May 25, 2011",2011,5,11600 S CAMPBELL AVE,Street - FOX - CALLER STATES FOX LAYING ON THE SIDE OF HER HOME ON THE 117TH SIDE.
Injured Animal,11-02298793,"May 30, 2011",2011,5,3200 S MICHIGAN AVE,Parkway - fox - rear left leg dangling - injured -[roaming area - ]
Injured Animal,11-02339074,"May 31, 2011",2011,5,3200 S INDIANA AVE,fox by the residential area see across the street
Injured Animal,11-02389814,"Jun 01, 2011",2011,6,100 E 32ND ST,Other - RED FOX - LIMPING LEG INJURY IN HEDGES AND PATIO
Injured Animal,11-02751573,"Jun 10, 2011",2011,6,2500 W 113TH ST,Other - FOX - LOOKS SICK AND BROKEN LEG  IN THE SCHOOL PARKING LOT
Injured Animal,11-02759620,"Jun 10, 2011",2011,6,200 E 31ST ST,fox is in the construction area - Other - red fox - rear left paw is injured/fox is limping
Injured Animal,11-02791564,"Jun 11, 2011",2011,6,11500 S VINCENNES AVE,Alley - fox - sick near metra
Injured Animal,11-02851462,"Jun 13, 2011",2011,6,11800 S WESTERN AVE,Street - fox - laying in the street
Injured Animal,11-03047279,"Jun 17, 2011",2011,6,10800 S BELL AVE,Back yard - fox - sickly - lying in backyard grass
Injured Animal,11-03127868,"Jun 20, 2011",2011,6,400 E 32ND ST,"Back yard. caller lives in apt. complex: Lake meadows. the closed in  area is considered shared back yard for residents - looked like fox(but the thought is a coyote) - back , right leg was seemingly very hurt: severe limp"
Injured Animal,11-03149461,"Jun 20, 2011",2011,6,3200 S DR MARTIN LUTHER KING JR DR,Street - fox in area - injured
Injured Animal,11-03243759,"Jun 24, 2011",2011,6,3200 S PRAIRIE AVE,"fox - Other - in the yard,for the last 2 hours, and he is hurt, rear leg is hurting - Back yard - fox - rear leg is hurting"
Injured Animal,11-03244180,"Jun 25, 2011",2011,6,3200 S PRAIRIE AVE,Other - FOX - INJURED - Street
Injured Animal,11-03246237,"Jun 26, 2011",2011,6,500 E 132ND ST,Sidewalk - FOX - BROKEN LEG
Injured Animal,11-03247320,"Jun 26, 2011",2011,6,11600 S LONGWOOD DR,Other - baby fox - stuck in the drainage at the mercy home for boys and girls
Injured Animal,11-03247487,"Jun 26, 2011",2011,6,11600 S LONGWOOD DR,Other - red fox - stuck
Injured Animal,11-03265528,"Jun 28, 2011",2011,6,11000 S OAKLEY AVE,"Vacant lot/Parking lot - baby fox - looks sickly- real thin -[roaming in and out of traffic, then went to School parking lot at this location]"
Injured Animal,11-03271356,"Jun 29, 2011",2011,6,3000 S MICHIGAN AVE,Other - FOX - APPEARS TO BE HURT LAYING UNDERNEATH BENCH IN COURT YARD
Injured Animal,11-03287888,"Jul 01, 2011",2011,7,3900 N KIMBALL AVE,Back yard - foxes 2 babies - apperas to be injured - mother gone - appears as to be injured - mother gone
Injured Animal,11-03294775,"Jul 03, 2011",2011,7,100 E 32ND ST,Back yard - fox - broken leg
Injured Animal,11-03386806,"Jul 15, 2011",2011,7,2900 S CALUMET AVE,Other - fox or coyote/ small / brownish with white tip tail - limping - NA
Injured Animal,11-03389137,"Jul 16, 2011",2011,7,11500 S LONGWOOD DR,Street - fox - sickly - roaming in street during day - not running from cars or people - loosing hair -- needs help // s/b on longwood
Injured Animal,11-03416430,"Jul 20, 2011",2011,7,2200 W 116TH ST,fox - sick
Injured Animal,11-03441267,"Jul 22, 2011",2011,7,11500 S BELL AVE,Street - fox - fatigued and or dyeing   might be injured   might be going crazy  underneath a blue ford taurus 
Injured Animal,11-03443419,"Jul 23, 2011",2011,7,11500 S BELL AVE,Street - BABY FOX - UNKOWN
Injured Animal,11-03445228,"Jul 23, 2011",2011,7,11500 S HALE AVE,Street - FOX - SMALL FOX INJURED BY RAILROAD TRACKS.
Injured Animal,11-03489438,"Jul 29, 2011",2011,7,2200 W 115TH ST,"Street - baby fox - starving and emaciated, walking slowly.. Heading SB"
Injured Animal,11-03526715,"Aug 03, 2011",2011,8,2900 S MICHIGAN AVE,Vacant lot/Parking lot - FOX/MEDIUM/BROWNISH-RED - LIMPING- REAR LEG HURT - N/A - IN VACANT LOT ACROSS DUNBAR PARK - HAS BEEN SEEN IN AREA SVL WEEKS NOW EARLY MORNING OR EVENING
Injured Animal,11-03587447,"Aug 12, 2011",2011,8,11200 S BELL AVE,Other - FOX - HIT BY CAR - N/A - LYING ON GRASS ISLAND IN MIDDLE OF STREET - HIT BY CAR/ COVERED WITH FLEAS
Injured Animal,11-03607209,"Aug 16, 2011",2011,8,11200 S MAPLEWOOD AVE,Other - baby fox - caller states sickly and roaming in area / roaming in kennedy park area 
Injured Animal,11-03651684,"Aug 23, 2011",2011,8,2100 W 117TH ST,"Other - coyote or a wild fox - coyote is very,very thin/caller is concerned that it is not eating and could attack a person or child/animal is gray and white with spots"
Injured Animal,11-03704536,"Sep 01, 2011",2011,9,11000 S HOYNE AVE,Street - FOX - HIT BY CAR
Injured Animal,11-03709823,"Sep 01, 2011",2011,9,10700 S BELL AVE,Sidewalk - fox/ reddish-brown - looks very sickly/very skinny & emanciated - WALKING TOWARD THE PARK
Injured Animal,11-03762694,"Sep 11, 2011",2011,9,11400 S HALE AVE,FOX - Other - INJURED LEG-AND MAINGE PER CALLER
Injured Animal,11-03771336,"Sep 12, 2011",2011,9,11400 S HALE AVE,FOX IN GARAGE - Other
Injured Animal,11-03802302,"Sep 17, 2011",2011,9,11800 S LONGWOOD DR,fox - Back yard - fox - looks sick
Injured Animal,11-03807950,"Sep 19, 2011",2011,9,1800 W 115TH ST,"Other - fox - losing hair on its body, caller states its sick and looks ""gross""."
Injured Animal,11-03832315,"Sep 22, 2011",2011,9,2100 W 117TH PL,Sidewalk - BABY FOX - INJURED LEG - HEADING DOWN LONGWOOD GOING SOUTH
Injured Animal,11-03833627,"Sep 22, 2011",2011,9,11300 S LOTHAIR AVE,Street - fox - brkn leg...limping...injured
Injured Animal,11-03834302,"Sep 22, 2011",2011,9,11000 S HOYNE AVE,"BABY FOX - HUDDLED UP AGAINST WALKER LIBRARY, AND THE SKIN IS VERY DRY AND DEHYDRATED - BABY FOX HUDDLED UP AGAINST FRONT OF WALKER LIBRARY - Sidewalk"
Injured Animal,11-03837495,"Sep 23, 2011",2011,9,5000 S GREENWOOD AVE,"Street - FOX - APPEARED TO BE INJURED AND SICK, TODDLERS ARE IN THE AREA IS A DAY CARE3"
Injured Animal,11-03840556,"Sep 23, 2011",2011,9,2100 W 116TH PL,Street - small fox - looks sick
Injured Animal,11-03840785,"Sep 23, 2011",2011,9,11600 S CHURCH ST,Front yard- - fox - looks sick or injured
Injured Animal,11-03841033,"Sep 23, 2011",2011,9,11600 S CHURCH ST,"Sidewalk - fox - under the front porch, barely moving"
Injured Animal,11-03865805,"Sep 28, 2011",2011,9,5000 S GREENWOOD AVE,Street - fox - the animal is limping and roaming the block near a church
Injured Animal,11-03882139,"Sep 30, 2011",2011,9,5000 S GREENWOOD AVE,"fox - rabid - Street // there is a day care in the area, roaming the streets and alleys, sidewalk, residences' yards. - fox golden brown, white tail at the tip"
Injured Animal,11-03926887,"Oct 11, 2011",2011,10,4900 N NATOMA AVE,"Sidewalk - fox - large, gray, white, end of tail is black. fox wants to run, but seemingly   right rear leg is injured. he is wobbling around neighborhood"
Injured Animal,11-03934110,"Oct 11, 2011",2011,10,2900 S MICHIGAN AVE, laying by pool area - Back yard - fox - leg injured and fox limping/hopping / come into complex from indiana side of complex
Injured Animal,11-03934135,"Oct 11, 2011",2011,10,2900 S MICHIGAN AVE,fox with leg injury - Street
Injured Animal,11-04022875,"Oct 26, 2011",2011,10,5900 N NINA AVE,"other - Non Pet Animals Owned (goats, chickens, pigs, etc) - fox in the field connected with school - Other - fox - leg is injured"
Injured Animal,11-04236883,"Dec 10, 2011",2011,12,600 N DRAKE AVE,Street -IN THE AREA IS A MED TAN FOX LOOKING DOG W/ A STRING AROUND IT'S NECK. - FOOT OR NECK
Injured Animal,11-04268840,"Dec 18, 2011",2011,12,9900 S PEORIA ST,Street - FOX - NOT SURE - NOT SURE CRAWLED UNDER CAR
Injured Animal,12-00143688,"Feb 01, 2012",2012,2,3300 N CAMPBELL AVE,"Parkway - FOX -  WOUNDED IN THE SMALL, SOUTH PARKING LOT OF DEVRY UNIVERSITY"
Injured Animal,12-00189263,"Feb 10, 2012",2012,2,3700 N MONTICELLO AVE,Back yard - FOX - CALLER STATES FOX IN THE YARD ACROSS THE STREET...POLICE JUST CAME ON LOCATION BUT LEFT.
Injured Animal,12-00254160,"Feb 20, 2012",2012,2,5200 N LIEB AVE,Back yard - FOX - LEG AND ITS LIMPING
Injured Animal,12-00409802,"Feb 24, 2012",2012,2,5800 N KIRBY AVE,Street - fox - hit by car - NOW
Injured Animal,12-00743425,"Apr 10, 2012",2012,4,8700 S BURLEY AVE,small dog/strawberry blonde tiny fox - Other behind an auto body luis no collar walking on three legs - dog - walking on 3 legs - Other
Injured Animal,12-00810143,"Apr 24, 2012",2012,4,7200 W PETERSON AVE,"FOX - LIMBING AND HIT BY CAR, BABY FOX - Parkway"
Injured Animal,12-00959344,"May 22, 2012",2012,5,500 W KINZIE ST,Street - FOX - BABY FOX  UNDERNEATH  # IF UNABLE TO LOCATE PLS COME TO FRONT DESK 
Injured Animal,12-01355791,"Jul 28, 2012",2012,7,300 W DIVERSEY PKWY,red tail fox - the fox is down on it's side just laying there not able to get up - Other in the driveway
Injured Animal,12-01718415,"Oct 06, 2012",2012,10,7500 S JEFFERY BLVD,Vacant lot/Parking lot - FOX OR DOG - INJURED IN PARKING LOT ON CORNER
Injured Animal,12-01989910,"Dec 11, 2012",2012,12,5400 S LOCKWOOD AVE,Vacant lot/Parking lot - fox - baby  by the train tracks
Injured Animal,13-00588815,"May 16, 2013",2013,5,3500 W 73RD ST,Back yard - fox - coyote - laying there moving heat/but not body
Injured Animal,13-01662736,"Nov 05, 2013",2013,11,1200 W CARMEN AVE,"Street - FOX - LIMPING, REDDISH IN COLOR,"
Nuisance Animals,11-00039717,"Jan 09, 2011",2011,1,400 E GRAND AVE,fox in area - Other
Nuisance Animals,11-00064447,"Jan 13, 2011",2011,1,5100 W BLOOMINGDALE AVE,THE CALLER STATES THAT HE SAW 3 FOX'S IN THE ALLEY CHASING SOMETHING - Other
Nuisance Animals,11-00072671,"Jan 15, 2011",2011,1,12800 S GREEN ST,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - fox roaming around the street"
Nuisance Animals,11-00081715,"Jan 18, 2011",2011,1,2000 W 111TH ST,CALLER STATES SHE NOTICE A FOX BETWEEN THE BUILDINGS. - Other
Nuisance Animals,11-00088903,"Jan 19, 2011",2011,1,2600 N SHEFFIELD AVE,fox - Other - streets/ sidewalk/ park area
Nuisance Animals,11-00130428,"Jan 26, 2011",2011,1,11500 S ASHLAND AVE,"OTHE/FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX ROAMING THE STREET"
Nuisance Animals,11-00143710,"Jan 29, 2011",2011,1,10800 S LONGWOOD DR,FOX - Other - CALLER SAW THE ANIMAL CROSSING THE STREET
Nuisance Animals,11-00143767,"Jan 29, 2011",2011,1,6600 N WESTERN AVE,fox - Other - fox at warren park by golf course
Nuisance Animals,11-00226280,"Feb 09, 2011",2011,2,8600 S KILPATRICK AVE,"fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - roaming in area - chasing rabbits"
Nuisance Animals,11-00266921,"Feb 15, 2011",2011,2,10700 S SEELEY AVE,"FOXES - Non Pet Animals Owned (goats, chickens, pigs, etc) - LIVING UNDER FRONT PORCH"
Nuisance Animals,11-00371961,"Mar 06, 2011",2011,3,9100 S COMMERCIAL AVE,foxes in area - Other
Nuisance Animals,11-00371965,"Mar 06, 2011",2011,3,9200 S SOUTH CHICAGO AVE,"foxes in area by railroad tracks - Non Pet Animals Owned (goats, chickens, pigs, etc) - Other"
Nuisance Animals,11-00383783,"Mar 08, 2011",2011,3,4500 S OAKENWALD AVE,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - fox roaming the area"
Nuisance Animals,11-00419731,"Mar 15, 2011",2011,3,11400 S WESTERN AVE,fox in area - Other
Nuisance Animals,11-00434480,"Mar 16, 2011",2011,3,3500 S SB OUTER LAKE SHORE DR,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) actual location is on "
Nuisance Animals,11-00441293,"Mar 17, 2011",2011,3,400 W ST JAMES PL,"DIVERSEY HARBOR - FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX ALONG THE LAKE SHORE"
Nuisance Animals,11-00454226,"Mar 21, 2011",2011,3,5700 N OLEANDER AVE,red fox - Other - went onto orole street
Nuisance Animals,11-00457536,"Mar 21, 2011",2011,3,7400 W TALCOTT AVE,NEULLE-CAROL-CALLER STATES A FOX IN THE PARKING LOT. - FOX - Unvaccinated animal
Nuisance Animals,11-00458640,"Mar 22, 2011",2011,3,11200 S WESTERN AVE,fox in area - Other
Nuisance Animals,11-00476238,"Mar 24, 2011",2011,3,1200 S LAKE SHORE DR,fox in area - Other
Nuisance Animals,11-00511034,"Mar 29, 2011",2011,3,11100 S LONGWOOD DR,fox in area - Other
Nuisance Animals,11-00519281,"Mar 29, 2011",2011,3,10900 S LONGWOOD DR,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - fox running around the street"
Nuisance Animals,11-00936512,"Apr 18, 2011",2011,4,1200 S LAKE SHORE DR,"wolf or fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - caller states wolf or fox in grassy area between field museum and shedd aquarium - roaming in area near pedestrian walkway"
Nuisance Animals,11-01127334,"Apr 25, 2011",2011,4,11300 S LOTHAIR AVE,2 RED FOXES SIGHTED IN THE AREA. - Unvaccinated animal
Nuisance Animals,11-01155894,"Apr 26, 2011",2011,4,7200 W TALCOTT AVE,fox w/babies - in yard under shed
Nuisance Animals,11-01253197,"Apr 29, 2011",2011,4,5900 N OCONTO AVE,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - mother fox and 3-4 small foxes in an un-gated yard"
Nuisance Animals,11-01310480,"May 01, 2011",2011,5,5800 N OCONTO AVE,MED FOX ROAMING THE AREA. - Unvaccinated animal
Nuisance Animals,11-01317734,"May 01, 2011",2011,5,11500 S VINCENNES AVE,"other/red fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - red fox roaming the streets"
Nuisance Animals,11-01337130,"May 02, 2011",2011,5,5800 N OCONTO AVE,fox in area  **fox is out in the morning. fox had a injured right leg now healed. his den is at 5900 north by resurrection retirement center. 
Nuisance Animals,11-01337147,"May 02, 2011",2011,5,5900 N ODELL AVE,"fox in area, den is by resurrectin retirement center - Other"
Nuisance Animals,11-01344183,"May 02, 2011",2011,5,5700 N OCTAVIA AVE,FOX - Other - SAW A FOX ACROSS THE STREET
Nuisance Animals,11-01490606,"May 07, 2011",2011,5,11400 S LOTHAIR AVE,fox in area - Other
Nuisance Animals,11-01506183,"May 07, 2011",2011,5,5900 N OCONTO AVE,FOX SIGHTED IN AREA. - Unvaccinated animal
Nuisance Animals,11-01638669,"May 11, 2011",2011,5,2100 W 111TH ST,fox   sitting on front stoop of unit D of these condos - Other - fox sighting
Nuisance Animals,11-01957589,"May 20, 2011",2011,5,5900 N OCONTO AVE,5 BABY FOXES - Other - CALLER SAID THAT THE FOXES ARE UNDER THE REAR DECK AT THIS ADDRESS AND THE NEIGHBOR HAS NAILED THEM SHUT UNDER DECK SO THAT THEY CANNOT GET OUT
Nuisance Animals,11-01992415,"May 21, 2011",2011,5,11500 S BELL AVE,SMALL .BLOND FOX - Other - SMALL FOX RUNNING IN AREA
Nuisance Animals,11-02035113,"May 23, 2011",2011,5,10700 S HOMAN AVE,red fox - Other - small fox in grass
Nuisance Animals,11-02179523,"May 26, 2011",2011,5,7200 W PETERSON AVE,foxes - Other - foxes and pups by parking garage
Nuisance Animals,11-02213247,"May 27, 2011",2011,5,2200 W 116TH PL,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - underneath the hedges by the garage"
Nuisance Animals,11-02243397,"May 28, 2011",2011,5,2200 W 116TH PL,FOX - Other - CALLER SAID THAT THE FOX IS THE FRONT YARD UNDER HEDGES
Nuisance Animals,11-02375389,"Jun 01, 2011",2011,6,11500 S HALE AVE,3 foxes in area - Other
Nuisance Animals,11-02443277,"Jun 03, 2011",2011,6,5900 N OCONTO AVE,fox - Other - caller states they are running around on the street
Nuisance Animals,11-02463304,"Jun 03, 2011",2011,6,11700 S LONGWOOD DR,"FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX  AT WESTERN GOING EAST GOING TO LONGWOOD DRIVE AT 10:00 AM"
Nuisance Animals,11-02493215,"Jun 04, 2011",2011,6,6000 N OCONTO AVE,fox siting in the area - Other
Nuisance Animals,11-02591999,"Jun 06, 2011",2011,6,11700 S OAKLEY AVE,"red fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - small fox in yard"
Nuisance Animals,11-02595293,"Jun 06, 2011",2011,6,11200 S LONGWOOD DR,fox - Other
Nuisance Animals,11-02713600,"Jun 09, 2011",2011,6,11600 S CHURCH ST,CALLER STATED THAT SHE SEEN A FOX SITED ON THIS BLOCK - Other
Nuisance Animals,11-02750813,"Jun 10, 2011",2011,6,11500 S LONGWOOD DR,"FOXES - Non Pet Animals Owned (goats, chickens, pigs, etc) - "
Nuisance Animals,11-02803944,"Jun 11, 2011",2011,6,500 W ARMITAGE AVE,"OTHER/FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX ROAMING AROUND THE ALLEY (YELLOW TAG ON EACH OF ITS EARS)"
Nuisance Animals,11-02841825,"Jun 12, 2011",2011,6,11000 S BELL AVE,"FAMILY OF FOXES SEEN IN THE AREA ALL WK. - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,11-02924112,"Jun 14, 2011",2011,6,3300 S CALUMET AVE,"fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - roaming in vacant lot/parking lot area next to this address"
Nuisance Animals,11-02929714,"Jun 14, 2011",2011,6,3300 S GILES AVE,"medium red fox in vacant lot/caller reports that the fox has already snatched a rabbit - Non Pet Animals Owned (goats, chickens, pigs, etc)"
Nuisance Animals,11-02936302,"Jun 15, 2011",2011,6,1700 N LARRABEE ST,FOX - Other - SMALL BLACK & BRONZE FOX RUNNING LOOSE ON STREET
Nuisance Animals,11-03027721,"Jun 17, 2011",2011,6,3000 S DR MARTIN LUTHER KING JR DR,fox - Other - now at Dunbar High school driver's ed lot
Nuisance Animals,11-03042982,"Jun 17, 2011",2011,6,3300 S INDIANA AVE,fox in the area - Other
Nuisance Animals,11-03046594,"Jun 17, 2011",2011,6,3100 S INDIANA AVE,"FOX REDDISH FOX - - Non Pet Animals Owned (goats, chickens, pigs, etc) - RUNNING IN GRASS"
Nuisance Animals,11-03226914,"Jun 22, 2011",2011,6,3200 S PRAIRIE AVE,"OTHER/FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX ROAMING AROUND IN FRONT OF A SENIOR BLDG"
Nuisance Animals,11-03227170,"Jun 22, 2011",2011,6,6400 N AVONDALE AVE,a family of fox in the area - Other - nuisance report
Nuisance Animals,11-03243455,"Jun 24, 2011",2011,6,3300 S GILES AVE,FOX - Other - FOX BY SENIOR BLG.
Nuisance Animals,11-03243690,"Jun 24, 2011",2011,6,3300 S GILES AVE,fox - Other - in the park area
Nuisance Animals,11-03274761,"Jun 29, 2011",2011,6,11500 S MORGAN ST,"fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - lot 16 in parking lot"
Nuisance Animals,11-03294818,"Jul 03, 2011",2011,7,3100 S MICHIGAN AVE,"fox - Other - walking around in back yard, open in common area,  time caller has seen the fox, goes by the bushes by the waterfall."
Nuisance Animals,11-03296964,"Jul 05, 2011",2011,7,7400 W PALATINE AVE,BABY FOX - Other - CALLER SPOTTED THE FOX IN THE FRONT YARD
Nuisance Animals,11-03320132,"Jul 07, 2011",2011,7,11700 S HALE AVE,2 foxes in area - Other
Nuisance Animals,11-03323530,"Jul 07, 2011",2011,7,3100 S INDIANA AVE,"other/fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - baby fox roaming the street"
Nuisance Animals,11-03324200,"Jul 08, 2011",2011,7,6400 N OGALLAH AVE,foxes in area - Other
Nuisance Animals,11-03331719,"Jul 08, 2011",2011,7,6600 N AVONDALE AVE,"OTHER/FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX ROAMING THE STREET"
Nuisance Animals,11-03386877,"Jul 15, 2011",2011,7,2700 S PRAIRIE AVE,"fox - Non Pet Animals Owned (goats, chickens, pigs, etc) - fox  rolling in grass"
Nuisance Animals,11-03429445,"Jul 21, 2011",2011,7,7900 S JEFFERY BLVD,FOX - Unvaccinated animal - CALLER STATES FOX SIGHTED IN THE AREA.
Nuisance Animals,11-03444422,"Jul 23, 2011",2011,7,3100 S INDIANA AVE,"dunbar park, fox roaming in park - Non Pet Animals Owned (goats, chickens, pigs, etc) - fox"
Nuisance Animals,11-03518273,"Aug 03, 2011",2011,8,5200 W DIVISION ST,FOX - Other - PRETTY FOX RUNNING AROUND LOOSE
Nuisance Animals,11-03543214,"Aug 05, 2011",2011,8,11300 S WESTERN AVE,"OTHE/FOXES - Non Pet Animals Owned (goats, chickens, pigs, etc) - 2-FOXES ROAMING THE STREET"
Nuisance Animals,11-03546528,"Aug 07, 2011",2011,8,10700 S LONGWOOD DR,"OTHER/FOX - Non Pet Animals Owned (goats, chickens, pigs, etc) - FOX ROAMING AROUND THE STREET"
