Type,Service Request No,Created Date,Created Year,Created Month,Block Address,Description
Injured Animal,11-00336490,"Feb 28, 2011",2011,2,1700 W 104TH ST,"Sidewalk - raccoon - not sure, appears to be very sick does not run just standing on lawn swaying"
Injured Animal,11-00336782,"Feb 28, 2011",2011,2,1700 W 104TH ST,Street - residents called to report a raccoon in the middle of the street acting crazy - they believe it has distemper
Injured Animal,11-00337736,"Feb 28, 2011",2011,2,1700 W 104TH ST,Home - RACCOON - RACCOON IS FALLING- SHAKING -COUGHING -NOT ABLE TO WALK -RACCOON IN FRONT OF HOME
Injured Animal,11-00338039,"Feb 28, 2011",2011,2,1700 W 104TH ST,Front yard - raccoon - maybe hit by car - moving around in circles on front yard for hours
Injured Animal,11-00338594,"Feb 28, 2011",2011,2,1700 W 104TH ST,Other - raccoon/opossum - lying in driveway struggling to move very bad odor making loud noise - N/A
Injured Animal,11-00339678,"Mar 01, 2011",2011,3,1700 W 104TH ST,Front yard - raccoon
Injured Animal,11-00340384,"Mar 01, 2011",2011,3,5700 W WARWICK AVE,Back yard underneath the deck - raccoon - the animal is jerking and appears to be dying
Injured Animal,11-00343232,"Mar 01, 2011",2011,3,2200 W BELMONT AVE,Back yard - RACCOON - SICK & NOT MOVING CALLER STATES RACCOON IS ON THE RIGHT OF HER GARAGE BETWEEN 
Injured Animal,11-00351230,"Mar 02, 2011",2011,3,2600 W CARMEN AVE,Attached Garage - Raccoon
Injured Animal,11-00370211,"Mar 05, 2011",2011,3,5200 S KOLIN AVE,Other - raccoon - raccoon is injured or pregnant in callers garage.
Injured Animal,11-00370817,"Mar 05, 2011",2011,3,3800 S PRINCETON AVE,Parkway - raccoon - broken leg
Injured Animal,11-00370883,"Mar 05, 2011",2011,3,11000 S THROOP ST,baby raccoon - moving slowing on street - Sidewalk
Injured Animal,11-00407615,"Mar 11, 2011",2011,3,2700 W 18TH ST,Alley - raccoon - staggering all over - dying (or drunk)
Injured Animal,11-00410391,"Mar 13, 2011",2011,3,6900 S STEWART AVE,Back yard - raccoon - sick
Injured Animal,11-00411124,"Mar 13, 2011",2011,3,6400 S KOLIN AVE,Front yard - racoon - raccoon - caller reports that the raccoon continues to make movements like it is going to throw up/raccoon has been at this same location and has not moved for ten minutes/caller says even a cat went past the raccoon and it did not move
Injured Animal,11-00418381,"Mar 14, 2011",2011,3,6000 N MARMORA AVE,Back yard - raccoon - lying in same spot since this after noon cant move - N/A
Injured Animal,11-00418382,"Mar 14, 2011",2011,3,6000 N MARMORA AVE,"raccoon - Back yard - hind legs, laying on garage roof"
Injured Animal,11-00418720,"Mar 14, 2011",2011,3,6000 N MARMORA AVE,raccoon - Back yard - sick or sitting on edge of neighbors and has not moved in hours lifted his head and put it down.
Injured Animal,11-00428200,"Mar 16, 2011",2011,3,1700 W 101ST ST,Raccoon - Back Yard - Back yard - RACCOON - ANIMAL ATE SOME POISON
Injured Animal,11-00429708,"Mar 16, 2011",2011,3,1800 S FAIRFIELD AVE,Home - raccoon - broken leg
Injured Animal,11-00430836,"Mar 16, 2011",2011,3,4800 W HUTCHINSON ST,RACCOON - Back yard - RACCOON LAYING IN THE BACKYARD AND WANT MOVE
Injured Animal,11-00434541,"Mar 16, 2011",2011,3,10300 S PROSPECT AVE,Back yard - raccoon   possibly rabid or diseased   rolling around  salivating  has been there over 1/2 hr   CPD may be going out ?? - rabid    hanging around  not hiding or otherwise avoiding contact
Injured Animal,11-00438911,"Mar 17, 2011",2011,3,1700 E 85TH ST,Alley - RACCOON - ANIMAL SEEMS TO BE SICK AND IT IS LAYING BY THE FENCE
Injured Animal,11-00441895,"Mar 18, 2011",2011,3,6000 S TRIPP AVE,Back yard -   raccoon - unknown
Injured Animal,11-00443022,"Mar 18, 2011",2011,3,2100 W 109TH ST,RACCOON - Curb line - RACCOON CAN BARELY WALK AWAY
Injured Animal,11-00443055,"Mar 18, 2011",2011,3,2100 W 109TH ST,RACCOON - Curb line - HIT BY A CAR
Injured Animal,11-00444086,"Mar 18, 2011",2011,3,10700 S ARTESIAN AVE,Home - raccoon - unknown - ON THE FRONT PORCH - BEHIND THE SHOVEL
Injured Animal,11-00444243,"Mar 18, 2011",2011,3,6000 S TRIPP AVE,Other - RACCOON  IS IN THE GANGWAY - RACCOON BACK LEG WAS HIT BY VEHICLE
Injured Animal,11-00445951,"Mar 18, 2011",2011,3,1300 S FAIRFIELD AVE,Vacant lot/Parking lot IN THE REAR - RACCOON - HIT BY A CAR-BLEEDING - HIT BY A CAR-BLEEDINGNO
Injured Animal,11-00446858,"Mar 18, 2011",2011,3,6300 S KEELER AVE,Street - RACCOON - SHAKING ON THE SIDEWALK
Injured Animal,11-00448083,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,Parkway - RACCOON - LAYIN IN PARKWAY
Injured Animal,11-00448205,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,Parkway - raccoon - unknown
Injured Animal,11-00448482,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,racccoon - Parkway - raccoon not moving by parkway tree
Injured Animal,11-00448779,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,raccoon - Parkway - hind legs at the bottom of the tree on the parkway - hind legs/bleeding
Injured Animal,11-00448797,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,SOUTH EAST CORNER - 20 FT FROM CURB - Street - RACCOON - UNKNOWN
Injured Animal,11-00448843,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,Sidewalk - rac - raccoon - cant move
Injured Animal,11-00448983,"Mar 19, 2011",2011,3,10600 S HOYNE AVE,Parkway - raccoon - dying or injured
Injured Animal,11-00450524,"Mar 20, 2011",2011,3,5600 N KOLMAR AVE,"Back yard - raccoon - no movement, caller suspect animal is on the verge of dying, underneath birch tree"
Injured Animal,11-00452592,"Mar 21, 2011",2011,3,10700 S LONGWOOD DR,Back yard - RACCOON - LOOKS SICK
Injured Animal,11-00452727,"Mar 21, 2011",2011,3,10700 S LONGWOOD DR,Back yard - rabid raccoon in the backyard at by shed.  Homeowner has a cat and dog - believes the raccoon has rabies.
Injured Animal,11-00454810,"Mar 21, 2011",2011,3,2900 W FLOURNOY ST,Home - dog - was bit by a raccoon. very sick
Injured Animal,11-00457199,"Mar 21, 2011",2011,3,1600 S CALIFORNIA BLVD,"raccoon - back legs not moving - Other - back legs not moving, underneath side stairwells of property"
Injured Animal,11-00465053,"Mar 22, 2011",2011,3,10300 S OAKLEY AVE,Other - raccoon on side of house - limping
Injured Animal,11-00465708,"Mar 22, 2011",2011,3,10300 S WOOD ST,Parkway - raccoon - hit by car - east side
Injured Animal,11-00468797,"Mar 23, 2011",2011,3,5500 S CORNELL AVE,RACCOON - APPEARS TO BE INJURED
Injured Animal,11-00469795,"Mar 23, 2011",2011,3,500 W 18TH ST,Sidewalk - RACCOON - UNKOWN
Injured Animal,11-00475853,"Mar 24, 2011",2011,3,2300 W 107TH PL,"Back yard - RACCOON - RACCOON NOT MOVING AND CAN ONLY MOVE IT'S HEAD, NEXT TO THE GRILL IN THE BACKYARD"
Injured Animal,11-00478068,"Mar 24, 2011",2011,3,2700 W 18TH ST,Alley - RACCOON - RUN OVER BY CAR -DRAGGING ITS REAR LEGS - N/A - ON SIDE OF STORE
Injured Animal,11-00478340,"Mar 24, 2011",2011,3,2700 W 18TH ST,Alley - RACCOON - HIT BY CAR CANT MOVE REAR PORTION OF BODY - N/A
Injured Animal,11-00478400,"Mar 24, 2011",2011,3,2700 W 18TH ST,Street - RACCOON - CANT MOVE HIT BY CAR - N/A - LYING NEAR ALLEY BY CONDOS
Injured Animal,11-00478795,"Mar 24, 2011",2011,3,3600 S ALBANY AVE,Other - raccoon - hit by car - N/A LYING NEAR SIDE DRIVE OF BUSINESS
Injured Animal,11-00479580,"Mar 25, 2011",2011,3,5500 S CORNELL AVE,Street - raccoon - laying in the street and not moving
Injured Animal,11-00483181,"Mar 25, 2011",2011,3,6400 N CALDWELL AVE,Raccoon - Street
Injured Animal,11-00485193,"Mar 25, 2011",2011,3,3600 S ALBANY AVE,Sidewalk - RACCOON - CANT MOVE LYING IN SAME SPOT SVL HOURS SHAKING - N/A - PER CLLR SVL CALLS PLS REFER TO SR#11-00482620
Injured Animal,11-00485562,"Mar 25, 2011",2011,3,1800 S FAIRFIELD AVE,Alley - RACCOON - LEG IS BROKEN AND THE ANIMAL IS IN THE GARAGE OR SHED BEHIND THIS ADDRESS CALLER STATES THE ANIMAL IS ALWAYS COMING AT THEM WHEN THEY ARE GOING INTO THE HOUSE
Injured Animal,11-00486582,"Mar 26, 2011",2011,3,2000 S JEFFERSON ST,Other - RACCOON IS LOCATED ON THE BACK DOCK ON LUMBER ST. - UNKNOWN
Injured Animal,11-00491708,"Mar 27, 2011",2011,3,10800 S HOYNE AVE,- raccoon - hit by car   - Front yard under a tree   near window
Injured Animal,11-00492286,"Mar 27, 2011",2011,3,9900 S PROSPECT AVE,Back yard - raccoon - sick near the door
Injured Animal,11-00492955,"Mar 27, 2011",2011,3,9900 S PROSPECT AVE,"Back yard - raccoon  - animal by car in yard, driver's side door, appears to be having a seizure"
Injured Animal,11-00493048,"Mar 27, 2011",2011,3,1700 W WALTER BURLEY GRIFFIN PL,"raccoon - Other - injured in a fight, now laying in the driveway."
Injured Animal,11-00494418,"Mar 27, 2011",2011,3,1700 W WALTER BURLEY GRIFFIN PL,"Front yard - raccoon - poisoned, stumbling walks lil bit and lays down"
Injured Animal,11-00495207,"Mar 27, 2011",2011,3,1700 W WALTER BURLEY GRIFFIN PL,Front yard - RACCOON - POSSIBLY POISON
Injured Animal,11-00510751,"Mar 29, 2011",2011,3,0 N WABASH AVE,at the CTA Elevated station wrap in a overhead net - Other - raccoon - wrap in a net overhead
Injured Animal,11-00518550,"Mar 29, 2011",2011,3,10600 S CALHOUN AVE,Alley - alley raccoon - stuck on Comed pole since on yesterday -caller concerned that raccoon is injured/or sick
Injured Animal,11-00519168,"Mar 29, 2011",2011,3,5100 W BLOOMINGDALE AVE,Back yard - Alley - raccoon - dying?
Injured Animal,11-00535290,"Mar 30, 2011",2011,3,10700 S HOYNE AVE,Parkway - raccoon - unknown - N/A
Injured Animal,11-00550341,"Mar 31, 2011",2011,3,13000 S BALTIMORE AVE,Alley - RACCOON - ARM IS BROKEN
Injured Animal,11-00550377,"Mar 31, 2011",2011,3,13000 S HOUSTON AVE,Alley - raccoon - 2 houses south of 13039 - by garage door
Injured Animal,11-00563444,"Apr 01, 2011",2011,4,10700 S HOYNE AVE,"RACCOON - RACCOON MOVING SLOWLY - Front yard - RACCOON MOVING SLOWLY, BEEN HERE ABOUT AN 1/2 HOUR..ANIMAL MUST BE SICK."
Injured Animal,11-00563474,"Apr 01, 2011",2011,4,10700 S HOYNE AVE,Front yard - RACCOON - UNKNOWN
Injured Animal,11-00568052,"Apr 01, 2011",2011,4,10600 S SEELEY AVE,Front yard - ra - raccoon - racoon is convulsing and disoriented - raccoon is convulsing and disoriented. caller also reports that the raccoon fell out of a tree
Injured Animal,11-00576303,"Apr 02, 2011",2011,4,10500 S LONGWOOD DR,"Sidewalk - RACCOON - CURLED UP, INJURED ON A SIDEWALK"
Injured Animal,11-00576644,"Apr 02, 2011",2011,4,10500 S LONGWOOD DR,Street - raccoon - unknown
Injured Animal,11-00576727,"Apr 02, 2011",2011,4,10500 S LONGWOOD DR,Street - - raccoon - hit by car
Injured Animal,11-00576984,"Apr 02, 2011",2011,4,10500 S LONGWOOD DR,Sidewalk - VERY SICK BARELY MOVING - RACCOON
Injured Animal,11-00577161,"Apr 02, 2011",2011,4,10500 S LONGWOOD DR,Street - raccoon - limping
Injured Animal,11-00579538,"Apr 02, 2011",2011,4,5700 S LAKE SHORE DR,Other - raccoon - cannot walk - in the soccer garden behind the museum
Injured Animal,11-00583937,"Apr 02, 2011",2011,4,10600 S WALDEN PKWY,Other - RACCOON - LYING ON GROUND GASPING FOR AIR (MAKING LOUD DISTRESS SOUNDS) - N/A LYING IN THE GANGWAY
Injured Animal,11-00592620,"Apr 03, 2011",2011,4,9900 S LEAVITT ST,Back yard - raccoon - just laying there .. lays still ... still alive -- breathing still
Injured Animal,11-00593468,"Apr 03, 2011",2011,4,10500 S SEELEY AVE,Street - raccoon - unknown not walking
Injured Animal,11-00595420,"Apr 03, 2011",2011,4,2200 W 106TH ST,side yard - Other - raccoon - unknown
Injured Animal,11-00599741,"Apr 03, 2011",2011,4,1500 E 62ND ST,Other - RACCOON - RACCOON IS LAYING IN THE COURTYARD OF BLDG
Injured Animal,11-00614759,"Apr 04, 2011",2011,4,8600 S STONY ISLAND AVE,Sidewalk - RACCOON - STUCK IN FRONT GATE OF A BUSINESS-NAME OF BUSINESS IS TAX CHECK
Injured Animal,11-00639280,"Apr 05, 2011",2011,4,5900 S STONY ISLAND AVE,"Sidewalk - raccoon - barely moving, looks to be injured, falling over and wobbling around/ by the park area"
Injured Animal,11-00661727,"Apr 06, 2011",2011,4,10600 S HAMILTON AVE,Back yard - RACCOON - NOT ABLE TO WALK WELL -IN GANGWAY -
Injured Animal,11-00672812,"Apr 07, 2011",2011,4,10600 S HOYNE AVE,RACCOON - LIMPING AT CENTER OF STREET
Injured Animal,11-00673122,"Apr 07, 2011",2011,4,10600 S HOYNE AVE,Street - raccoon - now in the middle of the street going around in circles
Injured Animal,11-00674774,"Apr 07, 2011",2011,4,2600 S INDIANA AVE,"not sure of injury, but as you approach it - it growls as if to attack but does not move. - Back yard - raccoon - not sure of injury"
Injured Animal,11-00690975,"Apr 08, 2011",2011,4,10300 S WOOD ST,Back yard - RACCOON - LAYING THERE
Injured Animal,11-00691127,"Apr 08, 2011",2011,4,10300 S WOOD ST,Back yard UNDER A GARBAGE CAN  - RACCOON - SICK
Injured Animal,11-00701469,"Apr 08, 2011",2011,4,9900 S CHARLES ST,Front yard - raccoon - looks sick
Injured Animal,11-00702796,"Apr 08, 2011",2011,4,10300 S WOOD ST,Back yard - raccoon - laying there this is the 3rd request!!! per sr$11-00690975 states completed no entry possible per caller the backyard gate is not locked!!! just push to go in!!!!!
Injured Animal,11-00711788,"Apr 09, 2011",2011,4,10300 S WOOD ST,Back yard - raccoon - unknown
Injured Animal,11-00712469,"Apr 09, 2011",2011,4,1200 E 71ST PL,Back yard - raccoon - limping
Injured Animal,11-00718022,"Apr 09, 2011",2011,4,6800 S MERRILL AVE,"Alley - RACCOON - LOOKS SICK, MOVING SLOW"
Injured Animal,11-00718618,"Apr 09, 2011",2011,4,7700 S CARPENTER ST,THERE IS A GASH MISSING FROM ITS NECK AND CALLER SAID THAT A RACCOON ATTACKED IT - CAT AND THEY WILL HAVE IT IN A BOX - Home
Injured Animal,11-00731005,"Apr 10, 2011",2011,4,5700 S STONY ISLAND AVE,raccoon - foaming at the mouth
Injured Animal,11-00731232,"Apr 10, 2011",2011,4,800 E DREXEL SQUARE DR,Other - raccoon - convulsing lying on porch in rear between 1st and 2nd landing
Injured Animal,11-00731416,"Apr 10, 2011",2011,4,1500 E 57TH ST,BETWEEN STONY ISLAND AND CORNELL ON 57TH - Street - RACCOON - RACCOON IS SICK AND NOT MOVING MUCH 
Injured Animal,11-00731648,"Apr 10, 2011",2011,4,5700 S STONY ISLAND AVE,Street - racoo - raccoon - looks sick walking weird
Injured Animal,11-00732862,"Apr 10, 2011",2011,4,7300 S WABASH AVE,Back yard - BABY RACCOON - UNKNOWN
Injured Animal,11-00734287,"Apr 10, 2011",2011,4,2400 S TRUMBULL AVE,Street - raccoon - broken leg
Injured Animal,11-00734850,"Apr 10, 2011",2011,4,3400 W 24TH ST,"Raccoon - Backyard wrapped in a blanket - Back yard - raccoon - raccoon in backyard wrapped in a blanket, only moving it's head, not it's body"
Injured Animal,11-00735375,"Apr 10, 2011",2011,4,800 E DREXEL SQUARE DR,"Back yard - raccoon - was having convulsions, very sick - please drive thru alley and come into yard "
Injured Animal,11-00735641,"Apr 10, 2011",2011,4,3700 N CUMBERLAND AVE,Alley - RACCOON - RACCOON ON TOP OF CART BARELY MOVING
Injured Animal,11-00739299,"Apr 10, 2011",2011,4,7700 S EGGLESTON AVE,Street - 3 baby raccoons - very young and roaming in street
Injured Animal,11-00740760,"Apr 10, 2011",2011,4,7700 S EGGLESTON AVE,Parkway - two baby raccoons - twoo baby raccoons have fallen out of the tree and landed on the parkway
Injured Animal,11-00756758,"Apr 11, 2011",2011,4,2400 S TRUMBULL AVE,Home - unknown (((caller has a Home Day Care and is not able to take the kids outside to play))) - unknown . raccoon appears to be dying
Injured Animal,11-00759060,"Apr 11, 2011",2011,4,2400 S TRUMBULL AVE,Home - RACCOON - HAVING SEZIURE
Injured Animal,11-00764374,"Apr 11, 2011",2011,4,2900 S HALSTED ST,Vacant lot/Parking lot - raccoon - not sure - by Poplar
Injured Animal,11-00766818,"Apr 11, 2011",2011,4,6300 S CORNELL DR,Street - RACCOON - CALLER SAID THAT THE RACCOON IS RUNNING AND FALLING DOWN
Injured Animal,11-00778328,"Apr 12, 2011",2011,4,10000 S WOOD ST,"Other, DRIVEWAY - RACCOON - RACCOON BARELY MOVING JUST SITTING IN THE DRIVEWAY...CALLER STATES RACCOON IS SICK."
Injured Animal,11-00780060,"Apr 12, 2011",2011,4,10000 S WOOD ST,Parkway - RACCOON - SICK
Injured Animal,11-00808106,"Apr 13, 2011",2011,4,1500 E 65TH PL,raccoon - it can't move  the raccoon is leaning on the gate at this moment. But the raccoon is hidding in the vacant lot in the hallow tree.
Injured Animal,11-00811890,"Apr 13, 2011",2011,4,1500 E 65TH PL,Vacant lot/Parking lot - raccoon - dying?
Injured Animal,11-00811907,"Apr 13, 2011",2011,4,2300 W MONROE ST,GANGWAY - - RACCOON - HEAD AND BODY IS STUCK ON SIDE OF HOME
Injured Animal,11-00812247,"Apr 13, 2011",2011,4,1500 E 65TH PL,Vacant lot/Parking lot - DYING - RACCOON
Injured Animal,11-00813010,"Apr 13, 2011",2011,4,1700 W 101ST ST,Parkway - RACCOON - SMALL RACCOON IN GARBAGE CART
Injured Animal,11-00813193,"Apr 13, 2011",2011,4,1100 E 44TH ST,Home - oppossum - unk --  hissing at owner of home -- - raccoon - unk --  hissing at owner of home --trying to remove other raccoon which is dead
Injured Animal,11-00831425,"Apr 14, 2011",2011,4,3800 S ASHLAND AVE,Street - raccoon - tangled on top of the bob wire fence at this location...
Injured Animal,11-00848587,"Apr 15, 2011",2011,4,6700 S CORNELL AVE,Parkway - raccoon - the animal is now moving going in circles
Injured Animal,11-00849064,"Apr 15, 2011",2011,4,6800 S BENNETT AVE,INJURED RACCOON ON THE FRONT LAWN
Injured Animal,11-00852430,"Apr 15, 2011",2011,4,6800 S BENNETT AVE,Parkway - raccoon - cant move. hasnt moved in a while. seems to be ill/or hurt
Injured Animal,11-00857546,"Apr 15, 2011",2011,4,4000 W GLENLAKE AVE,RACCOON - REAR LEGS ARE BROKEN - Alley
Injured Animal,11-00860245,"Apr 15, 2011",2011,4,1600 S AVERS AVE,"raccoon - Front yard - sick, laying on front porch"
Injured Animal,11-00862225,"Apr 15, 2011",2011,4,5900 S PRINCETON AVE,"raccoon - moves then lay down, sick per caller - raccoon big - Other laying on the side of house"
Injured Animal,11-00862589,"Apr 15, 2011",2011,4,5900 S PRINCETON AVE,Back yard -TWISTING AND TURNING  - SICK - RACCOON
Injured Animal,11-00873521,"Apr 16, 2011",2011,4,2100 W 107TH ST,sick  and injured raccoon in gangway - Front yard - raccoon - unknown
Injured Animal,11-00873923,"Apr 16, 2011",2011,4,3600 S UNION AVE,sick raccoon in the gangway - Other - raccoon - sick
Injured Animal,11-00876074,"Apr 16, 2011",2011,4,2300 S HOMAN AVE,raccoon - was hit by a car - Back yard
Injured Animal,11-00876806,"Apr 16, 2011",2011,4,2400 N STOCKTON DR,"by margate field house by play ground-pedestrian walk - going by underpass to lsd - Park - Other - raccoon - not sure, inside park play lot - appears to be attentive to children in playlot and socker field"
Injured Animal,11-00894965,"Apr 17, 2011",2011,4,2100 W 107TH ST,"Back yard - raccoon - not moving much, appears to be sick"
Injured Animal,11-00928495,"Apr 18, 2011",2011,4,10700 S LONGWOOD DR,Front yard - raccoon - acting sick wondering around
Injured Animal,11-00931518,"Apr 18, 2011",2011,4,300 W MONTROSE DR,raccoon east side by the bathrooms just south of foster or just south of the new scoccer field - Curb line - not sure it was having trouble walking  the caller said that are some kids trying to disturb it
Injured Animal,11-00948726,"Apr 19, 2011",2011,4,10900 S OAKLEY AVE,Back yard - raccoon - the animal fell out the tree and now having trouble walking - going in a circle
Injured Animal,11-00955792,"Apr 19, 2011",2011,4,10500 S SEELEY AVE,Sidewalk - RACCOON - LEG BROKEN---LOCATED BY THE TREE
Injured Animal,11-00958637,"Apr 19, 2011",2011,4,2000 W 105TH PL,Street - raccoon - - looks like it has rabies
Injured Animal,11-00958757,"Apr 19, 2011",2011,4,10500 S LONGWOOD DR,Street - RACCOON - THE ANIMAL SEEMS TO BE DAZED AND WALKING IN THE STREET AND MAKING HISSING NOISES AT THE CARS AND PEOPLE
Injured Animal,11-00959441,"Apr 19, 2011",2011,4,10500 S LONGWOOD DR,Street - raccoon - hit by car - injured and walking around in street - causing traffic problems
Injured Animal,11-00959708,"Apr 19, 2011",2011,4,10500 S LONGWOOD DR,Street - RACCOON - CALLER SAID THAT THE RACCOON IS TRYING TO STAND UP BUT KEEPS FALLING
Injured Animal,11-00989605,"Apr 20, 2011",2011,4,100 S DEARBORN ST,"Street - raccoon - sitting in flower box, in front of bank. raccoon seems to be sick or disoriented. roaming area lost"
Injured Animal,11-00989962,"Apr 20, 2011",2011,4,100 S DEARBORN ST,Other - raccoon - sw corner of chase plaza at monroe/dearborn lying on ledge - N/A
Injured Animal,11-00990104,"Apr 20, 2011",2011,4,0 S DEARBORN ST,Other - raccoon - sick lying on ledge near window of chase plaza bank - N/A
Injured Animal,11-00991678,"Apr 20, 2011",2011,4,100 S DEARBORN ST,Other (raccoon is perched on a wall /wall that boarders the square)looks like it is bleeding - raccoon - unknown
Injured Animal,11-01008531,"Apr 21, 2011",2011,4,2100 W 103RD ST,Back yard - raccoon - unknown
Injured Animal,11-01009645,"Apr 21, 2011",2011,4,700 W FOSTER DR,PARK DISTRICT - PARKING AREA  OF FOSTER - ON TOP OF RECYCLING CART  - Other - RACCOON - UNKNOWN
Injured Animal,11-01009753,"Apr 21, 2011",2011,4,10800 S PROSPECT AVE,Other - ON SIDE OF HOUSE - 3 BABY RACCOONS THAT ARE LOOKING WEAK
Injured Animal,11-01016259,"Apr 21, 2011",2011,4,4100 S DREXEL BLVD,Home - RACCOON ON THE 3RD FLR. INJURED - NOT MOVING JUST HISSING AT THE DOG.
Injured Animal,11-01019906,"Apr 21, 2011",2011,4,6800 S LANGLEY AVE,"RACCOON - NOT MOVING, SITTING ON A FENCE - Alley"
Injured Animal,11-01047129,"Apr 22, 2011",2011,4,6500 S BELL AVE,Back yard - raccoon - sick. wont move. same spot
Injured Animal,11-01049013,"Apr 22, 2011",2011,4,4800 N CENTRAL PARK AVE,Alley in the alley on top of the dumpster - raccoon - baby raccoon has fallen from building and is laying in the alley in the corner
Injured Animal,11-01063452,"Apr 23, 2011",2011,4,6200 S LAKE SHORE DR,raccoon west side of lake shore drive near driving range - sick
Injured Animal,11-01092975,"Apr 24, 2011",2011,4,6800 S CLYDE AVE,Sidewalk - RACCOON - UNKOWN
Injured Animal,11-01122179,"Apr 25, 2011",2011,4,600 N KILBOURN AVE,"Other / FRONT OF BLDG - RACCOON -  ON WINDOW SILL ABOUT 6 TO 8 FEET UP, NORTH SIDE OF DOOR "
Injured Animal,11-01127539,"Apr 25, 2011",2011,4,6900 S STEWART AVE,"Sidewalk - raccoon -  sickly, laying in front of the house"
Injured Animal,11-01134975,"Apr 25, 2011",2011,4,3000 S BONFIELD ST,raccoon - legs walking really slow - Street - legs/ walking really slow
Injured Animal,11-01137833,"Apr 26, 2011",2011,4,7000 S STEWART AVE,Back yard - raccoon - laying there
Injured Animal,11-01158350,"Apr 26, 2011",2011,4,6900 S CALUMET AVE,"Back yard/on back porch - dog - blue nose pitbull - bit by raccoon, face completely swollen - can not see eyes"
Injured Animal,11-01161760,"Apr 26, 2011",2011,4,7300 S PAXTON AVE,Other - RACCOON - CALLER SAID THAT THE RACCOON IS STUCK IN THE SIDE FENCE OF PROPERTY
Injured Animal,11-01175986,"Apr 27, 2011",2011,4,10900 S FAIRFIELD AVE, Curb line - raccoon - attacked by  dog
Injured Animal,11-01177983,"Apr 27, 2011",2011,4,1100 W 32ND ST,Street - raccoon - blind walking into traffic  .
Injured Animal,11-01192305,"Apr 27, 2011",2011,4,3200 S MAY ST,Street - raccoon - hit by car
Injured Animal,11-01207029,"Apr 28, 2011",2011,4,1000 W HOLLYWOOD AVE,Street - raccoon - hit by car
Injured Animal,11-01247290,"Apr 29, 2011",2011,4,5700 S NORDICA AVE,Front yard under some bushes - raccoon - tongue is split and hangin out
Injured Animal,11-01249394,"Apr 29, 2011",2011,4,9800 S DAMEN AVE,Parkway - raccoon and new borns
Injured Animal,11-01249517,"Apr 29, 2011",2011,4,6500 N TROY ST,Back yard - RACCOON OR SOME OTHER ANIMAL - VERY SMALL ANIMAL BABY LOOKS SICK
Injured Animal,11-01272262,"Apr 30, 2011",2011,4,6900 S STEWART AVE,Sidewalk - RACCOON - ANIMAL ALIVE BUT NOT MOVING - ABLE TO LIFT HIS HEAD UP
Injured Animal,11-01272311,"Apr 30, 2011",2011,4,6900 S STEWART AVE,Sidewalk - RACCOON - UNKNOWN
Injured Animal,11-01272470,"Apr 30, 2011",2011,4,6900 S STEWART AVE,Sidewalk - A RACCOON ON THE SIDEWALK NOT SURE OF WHAT IS WRONG WITH IT. THEY THREW A BRICK AT TO SEE IF IT WOULD MOVIE BUT IT DIDN'T .
Injured Animal,11-01272961,"Apr 30, 2011",2011,4,6900 S STEWART AVE,Sidewalk - RACCOON - UNKOWN
Injured Animal,11-01272980,"Apr 30, 2011",2011,4,6900 S STEWART AVE,Sidewalk - raccoon - bleeding
Injured Animal,11-01280050,"Apr 30, 2011",2011,4,1000 W 31ST PL,Front yard - raccoon - sick..under front porch
Injured Animal,11-01282203,"Apr 30, 2011",2011,4,9800 S DAMEN AVE,Sidewalk - baby raccoon - injured - not moving around much and very young
Injured Animal,11-01282508,"Apr 30, 2011",2011,4,9800 S DAMEN AVE,Parkway - RACCOON -BABY / SHAKING - RACCOON/ BABY
Injured Animal,11-01282572,"Apr 30, 2011",2011,4,9800 S DAMEN AVE,Parkway - RACCOON -BABY / SHAKING - RACCOON/ BABY
Injured Animal,11-01369750,"May 03, 2011",2011,5,4600 W DICKENS AVE,Curb line - BABY RACCOON - UNKOWN
Injured Animal,11-01400617,"May 04, 2011",2011,5,5900 W MIDWAY PARK ,Home - 2 baby raccoons
Injured Animal,11-01404428,"May 04, 2011",2011,5,5300 N LYNCH AVE,raccoon - hind legs - Back yard
Injured Animal,11-01407064,"May 04, 2011",2011,5,3900 N SAWYER AVE,Back yard - RACCOON - BLEEDING AND SEEMS TO HAVE BEEN IN A FIGHT - CALL WHEN SOMEONE IS COMING OUT
Injured Animal,11-01442949,"May 05, 2011",2011,5,1200 S LAWNDALE AVE,Front yard - raccoon - dying by church
Injured Animal,11-01443577,"May 05, 2011",2011,5,1200 S LAWNDALE AVE,"Sidewalk - RACCOON - ANIMAL SEEMS TO BE SICK AND IT IS DIGGING IN THE SAME SPOT FOR HOURS NOW, BY THE CHURCH AND APARTMENT BUILDING "
Injured Animal,11-01480432,"May 07, 2011",2011,5,1200 W MONTANA ST,Sidewalk - raccoon - laying on the ground
Injured Animal,11-01491443,"May 07, 2011",2011,5,2200 W 108TH PL,Other / inside crescent park playlot - raccoon - appears to be sick
